slug,locale,occupation,category,score,status,notes
locksmiths-and-safe-repairers,en,Locksmiths And Safe Repairers,physical_trade_service,5,ready,
locomotive-engineers,zh-CN,Locomotive Engineers,aviation_transport_safety,4,ready,
locomotive-engineers,en,Locomotive Engineers,aviation_transport_safety,4,ready,
logging-equipment-operators,zh-CN,Logging Equipment Operators,physical_trade_service,3,ready,
logging-equipment-operators,en,Logging Equipment Operators,physical_trade_service,3,ready,
logging-workers,zh-CN,Logging Equipment Operators,physical_trade_service,3,ready,
logging-workers,en,Logging Equipment Operators,physical_trade_service,3,ready,
logisticians,zh-CN,Logisticians,engineering_architecture_validation,8,ready,
logisticians,en,Logisticians,engineering_architecture_validation,8,ready,
logistics-analysts,zh-CN,Logistics Analysts,engineering_architecture_validation,8,ready,
logistics-analysts,en,Logistics Analysts,engineering_architecture_validation,8,ready,
logistics-engineers,zh-CN,Logistics Engineers,engineering_architecture_validation,8,ready,
logistics-engineers,en,Logistics Engineers,engineering_architecture_validation,8,ready,
low-vision-therapists-orientation-and-mobility-specialists-and-vision-rehabilitation-therapists,zh-CN,"Low Vision Therapists, Orientation And Mobility Specialists, And Vision Rehabilitation Therapists",medical_clinical,5,ready,
low-vision-therapists-orientation-and-mobility-specialists-and-vision-rehabilitation-therapists,en,"Low Vision Therapists, Orientation And Mobility Specialists, And Vision Rehabilitation Therapists",medical_clinical,5,ready,
machinists,zh-CN,Machinists,physical_trade_service,5,ready,
machinists,en,Machinists,physical_trade_service,5,ready,
machinists-and-tool-and-die-makers,zh-CN,Machinists,physical_trade_service,5,ready,
machinists-and-tool-and-die-makers,en,Machinists,physical_trade_service,5,ready,
magnetic-resonance-imaging-technologists,zh-CN,Magnetic Resonance Imaging Technologists,engineering_architecture_validation,6,ready,
magnetic-resonance-imaging-technologists,en,Magnetic Resonance Imaging Technologists,engineering_architecture_validation,6,ready,
maids-and-housekeeping-cleaners,zh-CN,Maids And Housekeeping Cleaners,physical_trade_service,3,ready,
maids-and-housekeeping-cleaners,en,Maids And Housekeeping Cleaners,physical_trade_service,3,ready,
mail-clerks-and-mail-machine-operators-except-postal-service,zh-CN,"Mail Clerks And Mail Machine Operators, Except Postal Service",physical_trade_service,4,ready,
mail-clerks-and-mail-machine-operators-except-postal-service,en,"Mail Clerks And Mail Machine Operators, Except Postal Service",physical_trade_service,4,ready,
maintenance-and-repair-workers-general,zh-CN,"Maintenance And Repair Workers, General",physical_trade_service,4,ready,
maintenance-and-repair-workers-general,en,"Maintenance And Repair Workers, General",physical_trade_service,4,ready,
maintenance-workers-machinery,zh-CN,"Maintenance Workers, Machinery",physical_trade_service,4,ready,
maintenance-workers-machinery,en,"Maintenance Workers, Machinery",physical_trade_service,4,ready,
makeup-artists-theatrical-and-performance,zh-CN,"Makeup Artists, Theatrical And Performance",creative_performance,5,ready,
makeup-artists-theatrical-and-performance,en,"Makeup Artists, Theatrical And Performance",creative_performance,5,ready,
management-analysts,zh-CN,Management analysts,education_counseling,8,ready,
management-analysts,en,Management analysts,education_counseling,8,ready,
manufactured-building-and-mobile-home-installers,zh-CN,Manufactured Building And Mobile Home Installers,physical_trade_service,4,ready,
manufactured-building-and-mobile-home-installers,en,Manufactured Building And Mobile Home Installers,physical_trade_service,4,ready,
manufacturing-engineers,zh-CN,Manufacturing Engineers,physical_trade_service,7,ready,
manufacturing-engineers,en,Manufacturing Engineers,physical_trade_service,7,ready,
marine-engineers-and-naval-architects,zh-CN,Marine Engineers And Naval Architects,aviation_transport_safety,7,ready,
marine-engineers-and-naval-architects,en,Marine Engineers And Naval Architects,aviation_transport_safety,7,ready,
marriage-and-family-therapists,zh-CN,Marriage And Family Therapists,medical_clinical,5,ready,
marriage-and-family-therapists,en,Marriage And Family Therapists,medical_clinical,5,ready,
massage-therapists,zh-CN,Massage Therapists,medical_clinical,3,ready,
massage-therapists,en,Massage Therapists,medical_clinical,3,ready,
material-moving-machine-operators,zh-CN,Industrial Truck And Tractor Operators,creative_performance,5,ready,
material-moving-machine-operators,en,Industrial Truck And Tractor Operators,creative_performance,5,ready,
materials-engineers,zh-CN,Materials Engineers,engineering_architecture_validation,7,ready,
materials-engineers,en,Materials Engineers,engineering_architecture_validation,7,ready,
mathematical-science-teachers-postsecondary,zh-CN,"Mathematical Science Teachers, Postsecondary",education_counseling,8,ready,
mathematical-science-teachers-postsecondary,en,"Mathematical Science Teachers, Postsecondary",education_counseling,8,ready,
meat-poultry-and-fish-cutters-and-trimmers,zh-CN,"Meat, Poultry, And Fish Cutters And Trimmers",physical_trade_service,3,ready,
meat-poultry-and-fish-cutters-and-trimmers,en,"Meat, Poultry, And Fish Cutters And Trimmers",physical_trade_service,3,ready,
mechanical-door-repairers,zh-CN,Mechanical Door Repairers,physical_trade_service,4,ready,
mechanical-door-repairers,en,Mechanical Door Repairers,physical_trade_service,4,ready,
mechanical-drafters,zh-CN,Mechanical Drafters,physical_trade_service,7,ready,
mechanical-drafters,en,Mechanical Drafters,physical_trade_service,7,ready,
mechanical-engineering-technicians,zh-CN,Mechanical Engineering Technologists And Technicians,physical_trade_service,7,ready,
mechanical-engineering-technicians,en,Mechanical Engineering Technologists And Technicians,physical_trade_service,7,ready,
mechanical-engineers,zh-CN,Mechanical engineers,physical_trade_service,7,ready,
mechanical-engineers,en,Mechanical engineers,physical_trade_service,7,ready,
mechatronics-engineers,zh-CN,Mechatronics Engineers,physical_trade_service,7,ready,
mechatronics-engineers,en,Mechatronics Engineers,physical_trade_service,7,ready,
media-programming-directors,zh-CN,Media Programming Directors,creative_performance,7,ready,
media-programming-directors,en,Media Programming Directors,creative_performance,7,ready,
media-technical-directors-managers,zh-CN,Media Technical Directors/Managers,creative_performance,7,ready,
media-technical-directors-managers,en,Media Technical Directors/Managers,creative_performance,7,ready,
medical-and-clinical-laboratory-technicians,zh-CN,Medical And Clinical Laboratory Technicians,medical_clinical,7,ready,
medical-and-clinical-laboratory-technicians,en,Medical And Clinical Laboratory Technicians,medical_clinical,7,ready,
medical-and-clinical-laboratory-technologists,zh-CN,Medical And Clinical Laboratory Technologists,medical_clinical,7,ready,
medical-and-clinical-laboratory-technologists,en,Medical And Clinical Laboratory Technologists,medical_clinical,7,ready,
medical-and-health-services-managers,zh-CN,Medical And Health Services Managers,medical_clinical,6,ready,
medical-and-health-services-managers,en,Medical And Health Services Managers,medical_clinical,6,ready,
medical-appliance-technicians,zh-CN,Medical Appliance Technicians,medical_clinical,6,ready,
medical-appliance-technicians,en,Medical Appliance Technicians,medical_clinical,6,ready,
medical-assistants,zh-CN,Medical Assistants,medical_clinical,6,ready,
medical-assistants,en,Medical Assistants,medical_clinical,6,ready,
medical-dosimetrists,zh-CN,Medical Dosimetrists,medical_clinical,6,ready,
medical-dosimetrists,en,Medical Dosimetrists,medical_clinical,6,ready,
medical-equipment-repairers,zh-CN,Medical Equipment Repairers,medical_clinical,6,ready,
medical-equipment-repairers,en,Medical Equipment Repairers,medical_clinical,6,ready,
medical-records-and-health-information-technicians,zh-CN,Medical Records Specialists,medical_clinical,7,ready,
medical-records-and-health-information-technicians,en,Medical Records Specialists,medical_clinical,7,ready,
medical-scientists,zh-CN,Medical Scientists,medical_clinical,8,ready,
medical-scientists,en,Medical Scientists,medical_clinical,8,ready,
medical-scientists-except-epidemiologists,zh-CN,"Medical Scientists, Except Epidemiologists",medical_clinical,8,ready,
medical-scientists-except-epidemiologists,en,"Medical Scientists, Except Epidemiologists",medical_clinical,8,ready,
medical-transcriptionists,zh-CN,Medical Transcriptionists,medical_clinical,7,ready,
medical-transcriptionists,en,Medical Transcriptionists,medical_clinical,7,ready,
mental-health-and-substance-abuse-social-workers,zh-CN,Mental Health And Substance Abuse Social Workers,medical_clinical,5,ready,
mental-health-and-substance-abuse-social-workers,en,Mental Health And Substance Abuse Social Workers,medical_clinical,5,ready,
mental-health-counselors,zh-CN,Mental Health Counselors,medical_clinical,5,ready,
mental-health-counselors,en,Mental Health Counselors,medical_clinical,5,ready,
metal-and-plastic-machine-workers,zh-CN,Computer Numerically Controlled Tool Operators,physical_trade_service,4,ready,
metal-and-plastic-machine-workers,en,Computer Numerically Controlled Tool Operators,physical_trade_service,4,ready,
metal-refining-furnace-operators-and-tenders,zh-CN,Metal Refining Furnace Operators And Tenders,physical_trade_service,4,ready,
metal-refining-furnace-operators-and-tenders,en,Metal Refining Furnace Operators And Tenders,physical_trade_service,4,ready,
microsystems-engineers,zh-CN,Microsystems Engineers,physical_trade_service,7,ready,
microsystems-engineers,en,Microsystems Engineers,physical_trade_service,7,ready,
middle-school-teachers,zh-CN,"Middle School Teachers, Except Special And Career/Technical Education",education_counseling,6,ready,
middle-school-teachers,en,"Middle School Teachers, Except Special And Career/Technical Education",education_counseling,6,ready,
middle-school-teachers-except-special-and-career-technical-education,zh-CN,"Middle School Teachers, Except Special And Career/Technical Education",education_counseling,6,ready,
middle-school-teachers-except-special-and-career-technical-education,en,"Middle School Teachers, Except Special And Career/Technical Education",education_counseling,6,ready,
military-careers,zh-CN,"Military Enlisted Tactical Operations And Air/Weapons Specialists And Crew Members, All Other",military_command,3,ready,
military-careers,en,"Military Enlisted Tactical Operations And Air/Weapons Specialists And Crew Members, All Other",military_command,3,ready,
milling-and-planing-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,"Milling And Planing Machine Setters, Operators, And Tenders, Metal And Plastic",physical_trade_service,4,ready,
milling-and-planing-machine-setters-operators-and-tenders-metal-and-plastic,en,"Milling And Planing Machine Setters, Operators, And Tenders, Metal And Plastic",physical_trade_service,4,ready,
mining-and-geological-engineers,zh-CN,"Mining And Geological Engineers, Including Mining Safety Engineers",engineering_architecture_validation,7,ready,
mining-and-geological-engineers,en,"Mining And Geological Engineers, Including Mining Safety Engineers",engineering_architecture_validation,7,ready,
mining-and-geological-engineers-including-mining-safety-engineers,zh-CN,"Mining And Geological Engineers, Including Mining Safety Engineers",engineering_architecture_validation,7,ready,
mining-and-geological-engineers-including-mining-safety-engineers,en,"Mining And Geological Engineers, Including Mining Safety Engineers",engineering_architecture_validation,7,ready,
mixing-and-blending-machine-setters-operators-and-tenders,zh-CN,"Mixing And Blending Machine Setters, Operators, And Tenders",physical_trade_service,4,ready,
mixing-and-blending-machine-setters-operators-and-tenders,en,"Mixing And Blending Machine Setters, Operators, And Tenders",physical_trade_service,4,ready,
mobile-heavy-equipment-mechanics-except-engines,zh-CN,"Mobile Heavy Equipment Mechanics, Except Engines",aviation_transport_safety,4,ready,
mobile-heavy-equipment-mechanics-except-engines,en,"Mobile Heavy Equipment Mechanics, Except Engines",aviation_transport_safety,4,ready,
models,zh-CN,Models,creative_performance,5,ready,
models,en,Models,creative_performance,5,ready,
molding-coremaking-and-casting-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,"Molding, Coremaking, And Casting Machine Setters, Operators, And Tenders, Metal And Plastic",physical_trade_service,4,ready,
molding-coremaking-and-casting-machine-setters-operators-and-tenders-metal-and-plastic,en,"Molding, Coremaking, And Casting Machine Setters, Operators, And Tenders, Metal And Plastic",physical_trade_service,4,ready,
motorboat-mechanics-and-service-technicians,zh-CN,Motorboat Mechanics And Service Technicians,aviation_transport_safety,4,ready,
motorboat-mechanics-and-service-technicians,en,Motorboat Mechanics And Service Technicians,aviation_transport_safety,4,ready,
motorboat-operators,zh-CN,Motorboat Operators,aviation_transport_safety,4,ready,
motorboat-operators,en,Motorboat Operators,aviation_transport_safety,4,ready,
motorcycle-mechanics,zh-CN,Motorcycle Mechanics,aviation_transport_safety,4,ready,
motorcycle-mechanics,en,Motorcycle Mechanics,aviation_transport_safety,4,ready,
multiple-machine-tool-setters-operators-and-tenders-metal-and-plastic,zh-CN,"Multiple Machine Tool Setters, Operators, And Tenders, Metal And Plastic",physical_trade_service,4,ready,
multiple-machine-tool-setters-operators-and-tenders-metal-and-plastic,en,"Multiple Machine Tool Setters, Operators, And Tenders, Metal And Plastic",physical_trade_service,4,ready,
museum-technicians-and-conservators,zh-CN,Museum Technicians And Conservators,engineering_architecture_validation,6,ready,
museum-technicians-and-conservators,en,Museum Technicians And Conservators,engineering_architecture_validation,6,ready,
music-directors-and-composers,zh-CN,Music Directors And Composers,medical_clinical,6,ready,
music-directors-and-composers,en,Music Directors And Composers,medical_clinical,6,ready,
music-therapists,zh-CN,Music Therapists,medical_clinical,6,ready,
music-therapists,en,Music Therapists,medical_clinical,6,ready,
musical-instrument-repairers-and-tuners,zh-CN,Musical Instrument Repairers And Tuners,creative_performance,4,ready,
musical-instrument-repairers-and-tuners,en,Musical Instrument Repairers And Tuners,creative_performance,4,ready,
musicians-and-singers,zh-CN,Musicians And Singers,medical_clinical,6,ready,
musicians-and-singers,en,Musicians And Singers,medical_clinical,6,ready,
nanosystems-engineers,zh-CN,Nanosystems Engineers,engineering_architecture_validation,7,ready,
nanosystems-engineers,en,Nanosystems Engineers,engineering_architecture_validation,7,ready,
nanotechnology-engineering-technologists-and-technicians,zh-CN,Nanotechnology Engineering Technologists And Technicians,engineering_architecture_validation,7,ready,
nanotechnology-engineering-technologists-and-technicians,en,Nanotechnology Engineering Technologists And Technicians,engineering_architecture_validation,7,ready,
naturopathic-physicians,zh-CN,Naturopathic Physicians,medical_clinical,5,ready,
naturopathic-physicians,en,Naturopathic Physicians,medical_clinical,5,ready,
nuclear-engineers,zh-CN,Nuclear Engineers,engineering_architecture_validation,6,ready,
nuclear-engineers,en,Nuclear Engineers,engineering_architecture_validation,6,ready,
nuclear-monitoring-technicians,zh-CN,Nuclear Monitoring Technicians,engineering_architecture_validation,6,ready,
nuclear-monitoring-technicians,en,Nuclear Monitoring Technicians,engineering_architecture_validation,6,ready,
nuclear-power-reactor-operators,zh-CN,Nuclear Power Reactor Operators,creative_performance,6,ready,
nuclear-power-reactor-operators,en,Nuclear Power Reactor Operators,creative_performance,6,ready,
nuclear-technicians,zh-CN,Nuclear Technicians,engineering_architecture_validation,6,ready,
nuclear-technicians,en,Nuclear Technicians,engineering_architecture_validation,6,ready,
nurse-anesthetists,zh-CN,Nurse Anesthetists,medical_clinical,6,ready,
nurse-anesthetists,en,Nurse Anesthetists,medical_clinical,6,ready,
nurse-anesthetists-nurse-midwives-and-nurse-practitioners,zh-CN,Nurse Practitioners,medical_clinical,5,ready,
nurse-anesthetists-nurse-midwives-and-nurse-practitioners,en,Nurse Practitioners,medical_clinical,5,ready,
nurse-midwives,zh-CN,Nurse Midwives,medical_clinical,6,ready,
nurse-midwives,en,Nurse Midwives,medical_clinical,6,ready,
nurse-practitioners,zh-CN,Nurse Practitioners,medical_clinical,6,ready,
nurse-practitioners,en,Nurse Practitioners,medical_clinical,6,ready,
nursing-assistants,zh-CN,Nursing Assistants,education_counseling,5,ready,
nursing-assistants,en,Nursing Assistants,education_counseling,5,ready,
nursing-instructors-and-teachers-postsecondary,zh-CN,"Nursing Instructors And Teachers, Postsecondary",education_counseling,5,ready,
nursing-instructors-and-teachers-postsecondary,en,"Nursing Instructors And Teachers, Postsecondary",education_counseling,5,ready,
obstetricians-and-gynecologists,zh-CN,Obstetricians And Gynecologists,medical_clinical,6,ready,
obstetricians-and-gynecologists,en,Obstetricians And Gynecologists,medical_clinical,6,ready,
occupational-health-and-safety-specialists,zh-CN,Occupational Health And Safety Specialists,medical_clinical,6,ready,
occupational-health-and-safety-specialists,en,Occupational Health And Safety Specialists,medical_clinical,6,ready,
occupational-health-and-safety-specialists-and-technicians,zh-CN,Occupational Health And Safety Specialists And Technicians,medical_clinical,6,ready,
occupational-health-and-safety-specialists-and-technicians,en,Occupational Health And Safety Specialists And Technicians,medical_clinical,6,ready,
occupational-health-and-safety-technicians,zh-CN,Occupational Health And Safety Technicians,medical_clinical,6,ready,
occupational-health-and-safety-technicians,en,Occupational Health And Safety Technicians,medical_clinical,6,ready,
occupational-therapists,zh-CN,Occupational Therapists,medical_clinical,5,ready,
occupational-therapists,en,Occupational Therapists,medical_clinical,5,ready,
occupational-therapy-aides,zh-CN,Occupational Therapy Aides,medical_clinical,5,ready,
occupational-therapy-aides,en,Occupational Therapy Aides,medical_clinical,5,ready,
occupational-therapy-assistants,zh-CN,Occupational Therapy Assistants,medical_clinical,5,ready,
occupational-therapy-assistants,en,Occupational Therapy Assistants,medical_clinical,5,ready,
occupational-therapy-assistants-and-aides,zh-CN,Occupational Therapy Assistants And Aides,medical_clinical,5,ready,
occupational-therapy-assistants-and-aides,en,Occupational Therapy Assistants And Aides,medical_clinical,5,ready,
office-machine-operators-except-computer,zh-CN,"Office Machine Operators, Except Computer",physical_trade_service,6,ready,
office-machine-operators-except-computer,en,"Office Machine Operators, Except Computer",physical_trade_service,6,ready,
oil-and-gas-workers,zh-CN,"Rotary Drill Operators, Oil And Gas",physical_trade_service,5,ready,
oil-and-gas-workers,en,"Rotary Drill Operators, Oil And Gas",physical_trade_service,5,ready,
operating-engineers-and-other-construction-equipment-operators,zh-CN,Operating Engineers And Other Construction Equipment Operators,physical_trade_service,4,ready,
operating-engineers-and-other-construction-equipment-operators,en,Operating Engineers And Other Construction Equipment Operators,physical_trade_service,4,ready,
ophthalmic-laboratory-technicians,zh-CN,Ophthalmic Laboratory Technicians,engineering_architecture_validation,5,ready,
ophthalmic-laboratory-technicians,en,Ophthalmic Laboratory Technicians,engineering_architecture_validation,5,ready,
ophthalmic-medical-technicians,zh-CN,Ophthalmic Medical Technicians,medical_clinical,6,ready,
ophthalmic-medical-technicians,en,Ophthalmic Medical Technicians,medical_clinical,6,ready,
ophthalmic-medical-technologists,zh-CN,Ophthalmic Medical Technologists,medical_clinical,6,ready,
ophthalmic-medical-technologists,en,Ophthalmic Medical Technologists,medical_clinical,6,ready,
ophthalmologists-except-pediatric,zh-CN,"Ophthalmologists, Except Pediatric",medical_clinical,6,ready,
ophthalmologists-except-pediatric,en,"Ophthalmologists, Except Pediatric",medical_clinical,6,ready,
oral-and-maxillofacial-surgeons,zh-CN,Oral And Maxillofacial Surgeons,medical_clinical,6,ready,
oral-and-maxillofacial-surgeons,en,Oral And Maxillofacial Surgeons,medical_clinical,6,ready,
orderlies,zh-CN,Orderlies,medical_clinical,4,ready,
orderlies,en,Orderlies,medical_clinical,4,ready,
orthodontists,zh-CN,Orthodontists,medical_clinical,6,ready,
orthodontists,en,Orthodontists,medical_clinical,6,ready,
orthopedic-surgeons-except-pediatric,zh-CN,"Orthopedic Surgeons, Except Pediatric",medical_clinical,6,ready,
orthopedic-surgeons-except-pediatric,en,"Orthopedic Surgeons, Except Pediatric",medical_clinical,6,ready,
orthoptists,zh-CN,Orthoptists,medical_clinical,6,ready,
orthoptists,en,Orthoptists,medical_clinical,6,ready,
orthotists-and-prosthetists,zh-CN,Orthotists And Prosthetists,medical_clinical,5,ready,
orthotists-and-prosthetists,en,Orthotists And Prosthetists,medical_clinical,5,ready,
outdoor-power-equipment-and-other-small-engine-mechanics,zh-CN,Outdoor Power Equipment And Other Small Engine Mechanics,physical_trade_service,4,ready,
outdoor-power-equipment-and-other-small-engine-mechanics,en,Outdoor Power Equipment And Other Small Engine Mechanics,physical_trade_service,4,ready,
packaging-and-filling-machine-operators-and-tenders,zh-CN,Packaging And Filling Machine Operators And Tenders,physical_trade_service,4,ready,
packaging-and-filling-machine-operators-and-tenders,en,Packaging And Filling Machine Operators And Tenders,physical_trade_service,4,ready,
painters-construction-and-maintenance,zh-CN,"Painters, Construction And Maintenance",physical_trade_service,4,ready,
painters-construction-and-maintenance,en,"Painters, Construction And Maintenance",physical_trade_service,4,ready,
paper-goods-machine-setters-operators-and-tenders,zh-CN,"Paper Goods Machine Setters, Operators, And Tenders",physical_trade_service,4,ready,
paper-goods-machine-setters-operators-and-tenders,en,"Paper Goods Machine Setters, Operators, And Tenders",physical_trade_service,4,ready,
paralegals-and-legal-assistants,zh-CN,Paralegals And Legal Assistants,legal_regulatory,7,ready,
paralegals-and-legal-assistants,en,Paralegals And Legal Assistants,legal_regulatory,7,ready,
paramedics,zh-CN,Paramedics,medical_clinical,5,ready,
paramedics,en,Paramedics,medical_clinical,5,ready,
patient-representatives,zh-CN,Patient Representatives,medical_clinical,4,ready,
patient-representatives,en,Patient Representatives,medical_clinical,4,ready,
paving-surfacing-and-tamping-equipment-operators,zh-CN,"Paving, Surfacing, And Tamping Equipment Operators",physical_trade_service,4,ready,
paving-surfacing-and-tamping-equipment-operators,en,"Paving, Surfacing, And Tamping Equipment Operators",physical_trade_service,4,ready,
pediatric-surgeons,zh-CN,Pediatric Surgeons,medical_clinical,6,ready,
pediatric-surgeons,en,Pediatric Surgeons,medical_clinical,6,ready,
pediatricians-general,zh-CN,"Pediatricians, General",medical_clinical,6,ready,
pediatricians-general,en,"Pediatricians, General",medical_clinical,6,ready,
penetration-testers,zh-CN,Penetration Testers,engineering_architecture_validation,8,ready,
penetration-testers,en,Penetration Testers,engineering_architecture_validation,8,ready,
personal-care-aides,zh-CN,Personal Care Aides,medical_clinical,4,ready,
personal-care-aides,en,Personal Care Aides,medical_clinical,4,ready,
personal-financial-advisors,zh-CN,Personal financial advisors,education_counseling,7,ready,
personal-financial-advisors,en,Personal financial advisors,education_counseling,7,ready,
petroleum-engineers,zh-CN,Petroleum Engineers,engineering_architecture_validation,7,ready,
petroleum-engineers,en,Petroleum Engineers,engineering_architecture_validation,7,ready,
petroleum-pump-system-operators-refinery-operators-and-gaugers,zh-CN,"Petroleum Pump System Operators, Refinery Operators, And Gaugers",physical_trade_service,5,ready,
petroleum-pump-system-operators-refinery-operators-and-gaugers,en,"Petroleum Pump System Operators, Refinery Operators, And Gaugers",physical_trade_service,5,ready,
pharmacists,zh-CN,Pharmacists,medical_clinical,7,ready,
pharmacists,en,Pharmacists,medical_clinical,7,ready,
pharmacy-aides,zh-CN,Pharmacy Aides,medical_clinical,7,ready,
pharmacy-aides,en,Pharmacy Aides,medical_clinical,7,ready,
pharmacy-technicians,zh-CN,Pharmacy Technicians,medical_clinical,7,ready,
pharmacy-technicians,en,Pharmacy Technicians,medical_clinical,7,ready,
philosophy-and-religion-teachers-postsecondary,zh-CN,"Philosophy And Religion Teachers, Postsecondary",education_counseling,6,ready,
philosophy-and-religion-teachers-postsecondary,en,"Philosophy And Religion Teachers, Postsecondary",education_counseling,6,ready,
photographers,zh-CN,Photographers,creative_performance,7,ready,
photographers,en,Photographers,creative_performance,7,ready,
photographic-process-workers-and-processing-machine-operators,zh-CN,Photographic Process Workers And Processing Machine Operators,creative_performance,7,ready,
photographic-process-workers-and-processing-machine-operators,en,Photographic Process Workers And Processing Machine Operators,creative_performance,7,ready,
photonics-engineers,zh-CN,Photonics Engineers,engineering_architecture_validation,7,ready,
photonics-engineers,en,Photonics Engineers,engineering_architecture_validation,7,ready,
photonics-technicians,zh-CN,Photonics Technicians,engineering_architecture_validation,7,ready,
photonics-technicians,en,Photonics Technicians,engineering_architecture_validation,7,ready,
physical-medicine-and-rehabilitation-physicians,zh-CN,Physical Medicine And Rehabilitation Physicians,medical_clinical,5,ready,
physical-medicine-and-rehabilitation-physicians,en,Physical Medicine And Rehabilitation Physicians,medical_clinical,5,ready,
physical-therapist-assistants,zh-CN,Physical Therapist Assistants,medical_clinical,5,ready,
physical-therapist-assistants,en,Physical Therapist Assistants,medical_clinical,5,ready,
physical-therapist-assistants-and-aides,zh-CN,Physical Therapist Assistants And Aides,medical_clinical,5,ready,
physical-therapist-assistants-and-aides,en,Physical Therapist Assistants And Aides,medical_clinical,5,ready,
physical-therapists,zh-CN,Physical Therapists,medical_clinical,5,ready,
physical-therapists,en,Physical Therapists,medical_clinical,5,ready,
physician-assistants,zh-CN,Physician Assistants,medical_clinical,6,ready,
physician-assistants,en,Physician Assistants,medical_clinical,6,ready,
physicians-and-surgeons,zh-CN,"Physicians, All Other",medical_clinical,6,ready,
physicians-and-surgeons,en,"Physicians, All Other",medical_clinical,6,ready,
physicians-pathologists,zh-CN,"Physicians, Pathologists",medical_clinical,6,ready,
physicians-pathologists,en,"Physicians, Pathologists",medical_clinical,6,ready,
physicists,zh-CN,Physicists,education_counseling,8,ready,
physicists,en,Physicists,education_counseling,8,ready,
physicists-and-astronomers,zh-CN,Physicists,education_counseling,8,ready,
physicists-and-astronomers,en,Physicists,education_counseling,8,ready,
physics-teachers-postsecondary,zh-CN,"Physics Teachers, Postsecondary",education_counseling,6,ready,
physics-teachers-postsecondary,en,"Physics Teachers, Postsecondary",education_counseling,6,ready,
pile-driver-operators,zh-CN,Pile Driver Operators,physical_trade_service,4,ready,
pile-driver-operators,en,Pile Driver Operators,physical_trade_service,4,ready,
pipelayers,zh-CN,Pipelayers,physical_trade_service,4,ready,
pipelayers,en,Pipelayers,physical_trade_service,4,ready,
plasterers-and-stucco-masons,zh-CN,Plasterers And Stucco Masons,physical_trade_service,4,ready,
plasterers-and-stucco-masons,en,Plasterers And Stucco Masons,physical_trade_service,4,ready,
plating-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,"Plating Machine Setters, Operators, And Tenders, Metal And Plastic",physical_trade_service,4,ready,
plating-machine-setters-operators-and-tenders-metal-and-plastic,en,"Plating Machine Setters, Operators, And Tenders, Metal And Plastic",physical_trade_service,4,ready,
plumbers-pipefitters-and-steamfitters,zh-CN,"Plumbers, Pipefitters, And Steamfitters",physical_trade_service,4,ready,
plumbers-pipefitters-and-steamfitters,en,"Plumbers, Pipefitters, And Steamfitters",physical_trade_service,4,ready,
podiatrists,zh-CN,Podiatrists,medical_clinical,5,ready,
podiatrists,en,Podiatrists,medical_clinical,5,ready,
poets-lyricists-and-creative-writers,zh-CN,"Poets, Lyricists And Creative Writers",creative_performance,8,ready,
poets-lyricists-and-creative-writers,en,"Poets, Lyricists And Creative Writers",creative_performance,8,ready,
police-and-detectives,zh-CN,Police And Sheriff's Patrol Officers,legal_regulatory,5,ready,
police-and-detectives,en,Police And Sheriff's Patrol Officers,legal_regulatory,5,ready,
police-and-sheriff-s-patrol-officers,zh-CN,Police And Sheriff's Patrol Officers,legal_regulatory,5,ready,
police-and-sheriff-s-patrol-officers,en,Police And Sheriff's Patrol Officers,legal_regulatory,5,ready,
police-identification-and-records-officers,zh-CN,Police Identification And Records Officers,legal_regulatory,5,ready,
police-identification-and-records-officers,en,Police Identification And Records Officers,legal_regulatory,5,ready,
political-science-teachers-postsecondary,zh-CN,"Political Science Teachers, Postsecondary",education_counseling,6,ready,
political-science-teachers-postsecondary,en,"Political Science Teachers, Postsecondary",education_counseling,6,ready,
postal-service-mail-sorters-processors-and-processing-machine-operators,zh-CN,"Postal Service Mail Sorters, Processors, And Processing Machine Operators",physical_trade_service,5,ready,
postal-service-mail-sorters-processors-and-processing-machine-operators,en,"Postal Service Mail Sorters, Processors, And Processing Machine Operators",physical_trade_service,5,ready,
postsecondary-education-administrators,zh-CN,"Education Administrators, Postsecondary",education_counseling,6,ready,
postsecondary-education-administrators,en,"Education Administrators, Postsecondary",education_counseling,6,ready,
postsecondary-teachers,zh-CN,Postsecondary Teachers,education_counseling,6,ready,
postsecondary-teachers,en,Postsecondary Teachers,education_counseling,6,ready,
power-plant-operators,zh-CN,Power Plant Operators,physical_trade_service,6,ready,
power-plant-operators,en,Power Plant Operators,physical_trade_service,6,ready,
power-plant-operators-distributors-and-dispatchers,zh-CN,"Power Plant Operators, Distributors, And Dispatchers",physical_trade_service,6,ready,
power-plant-operators-distributors-and-dispatchers,en,"Power Plant Operators, Distributors, And Dispatchers",physical_trade_service,6,ready,
precision-agriculture-technicians,zh-CN,Precision Agriculture Technicians,engineering_architecture_validation,6,ready,
precision-agriculture-technicians,en,Precision Agriculture Technicians,engineering_architecture_validation,6,ready,
prepress-technicians-and-workers,zh-CN,Prepress Technicians And Workers,engineering_architecture_validation,6,ready,
prepress-technicians-and-workers,en,Prepress Technicians And Workers,engineering_architecture_validation,6,ready,
