slug,locale,title_en,title_zh,score,confidence
postal-service-clerks,zh-CN,Postal Service Clerks,邮政服务文员,5,medium
postal-service-clerks,en,Postal Service Clerks,邮政服务文员,5,medium
postal-service-mail-carriers,zh-CN,Postal Service Mail Carriers,邮政邮件投递员,5,medium
postal-service-mail-carriers,en,Postal Service Mail Carriers,邮政邮件投递员,5,medium
postal-service-mail-sorters-processors-and-processing-machine-operators,zh-CN,"Postal Service Mail Sorters, Processors, And Processing Machine Operators",邮政邮件分拣、处理与处理设备操作员,5,high
postal-service-mail-sorters-processors-and-processing-machine-operators,en,"Postal Service Mail Sorters, Processors, And Processing Machine Operators",邮政邮件分拣、处理与处理设备操作员,5,high
postal-service-workers,zh-CN,Postal Service Workers,邮政服务人员,5,medium
postal-service-workers,en,Postal Service Workers,邮政服务人员,5,medium
postmasters-and-mail-superintendents,zh-CN,Postmasters And Mail Superintendents,邮政局长与邮件主管,5,medium
postmasters-and-mail-superintendents,en,Postmasters And Mail Superintendents,邮政局长与邮件主管,5,medium
postsecondary-education-administrators,zh-CN,"Education Administrators, Postsecondary",高等教育行政管理者,6,medium
postsecondary-education-administrators,en,"Education Administrators, Postsecondary",高等教育行政管理者,6,medium
postsecondary-teachers,zh-CN,Postsecondary Teachers,高等教育教师,6,medium
postsecondary-teachers,en,Postsecondary Teachers,高等教育教师,6,medium
potters-manufacturing,zh-CN,"Potters, Manufacturing",陶器制造工,4,medium
potters-manufacturing,en,"Potters, Manufacturing",陶器制造工,4,medium
pourers-and-casters-metal,zh-CN,"Pourers And Casters, Metal",金属浇注与铸造工,4,medium
pourers-and-casters-metal,en,"Pourers And Casters, Metal",金属浇注与铸造工,4,medium
power-distributors-and-dispatchers,zh-CN,Power Distributors And Dispatchers,电力分配与调度员,6,high
power-distributors-and-dispatchers,en,Power Distributors And Dispatchers,电力分配与调度员,6,high
power-plant-operators,zh-CN,Power Plant Operators,发电厂操作员,6,medium
power-plant-operators,en,Power Plant Operators,发电厂操作员,6,medium
power-plant-operators-distributors-and-dispatchers,zh-CN,"Power Plant Operators, Distributors, And Dispatchers",发电厂操作、配电与调度人员,6,medium
power-plant-operators-distributors-and-dispatchers,en,"Power Plant Operators, Distributors, And Dispatchers",发电厂操作、配电与调度人员,6,medium
precision-agriculture-technicians,zh-CN,Precision Agriculture Technicians,精准农业技术员,6,medium
precision-agriculture-technicians,en,Precision Agriculture Technicians,精准农业技术员,6,medium
prepress-technicians-and-workers,zh-CN,Prepress Technicians And Workers,印前技术员与工人,6,medium
prepress-technicians-and-workers,en,Prepress Technicians And Workers,印前技术员与工人,6,medium
preschool-and-childcare-center-directors,zh-CN,"Education And Childcare Administrators, Preschool And Daycare",学前教育与托育机构管理者,4,medium
preschool-and-childcare-center-directors,en,"Education And Childcare Administrators, Preschool And Daycare",学前教育与托育机构管理者,4,medium
preschool-teachers,zh-CN,"Preschool Teachers, Except Special Education",学前教育教师,4,medium
preschool-teachers,en,"Preschool Teachers, Except Special Education",学前教育教师,4,medium
preschool-teachers-except-special-education,zh-CN,"Preschool Teachers, Except Special Education",学前教育教师（不含特殊教育）,4,medium
preschool-teachers-except-special-education,en,"Preschool Teachers, Except Special Education",学前教育教师（不含特殊教育）,4,medium
pressers-textile-garment-and-related-materials,zh-CN,"Pressers, Textile, Garment, And Related Materials",纺织、服装及相关材料熨烫工,4,medium
pressers-textile-garment-and-related-materials,en,"Pressers, Textile, Garment, And Related Materials",纺织、服装及相关材料熨烫工,4,medium
preventive-medicine-physicians,zh-CN,Preventive Medicine Physicians,预防医学医师,6,high
preventive-medicine-physicians,en,Preventive Medicine Physicians,预防医学医师,6,high
print-binding-and-finishing-workers,zh-CN,Print Binding And Finishing Workers,印刷装订与后道加工工人,5,high
print-binding-and-finishing-workers,en,Print Binding And Finishing Workers,印刷装订与后道加工工人,5,high
printing-press-operators,zh-CN,Printing Press Operators,印刷机操作员,5,medium
printing-press-operators,en,Printing Press Operators,印刷机操作员,5,medium
private-detectives-and-investigators,zh-CN,Private Detectives And Investigators,私家侦探与调查员,6,high
private-detectives-and-investigators,en,Private Detectives And Investigators,私家侦探与调查员,6,high
probation-officers-and-correctional-treatment-specialists,zh-CN,Probation Officers And Correctional Treatment Specialists,缓刑官与矫正治疗专员,6,high
probation-officers-and-correctional-treatment-specialists,en,Probation Officers And Correctional Treatment Specialists,缓刑官与矫正治疗专员,6,high
procurement-clerks,zh-CN,Procurement Clerks,采购文员,7,medium
procurement-clerks,en,Procurement Clerks,采购文员,7,medium
producers-and-directors,zh-CN,Producers And Directors,制片人与导演,7,medium
producers-and-directors,en,Producers And Directors,制片人与导演,7,medium
production-planning-and-expediting-clerks,zh-CN,"Production, Planning, And Expediting Clerks",生产计划与催办文员,7,medium
production-planning-and-expediting-clerks,en,"Production, Planning, And Expediting Clerks",生产计划与催办文员,7,medium
project-management-specialists,zh-CN,Project management specialists,项目管理专员,7,high
project-management-specialists,en,Project management specialists,项目管理专员,7,high
proofreaders-and-copy-markers,zh-CN,Proofreaders And Copy Markers,校对与文稿标记员,7,medium
proofreaders-and-copy-markers,en,Proofreaders And Copy Markers,校对与文稿标记员,7,medium
appraisers-and-assessors-of-real-estate,zh-CN,Appraisers And Assessors Of Real Estate,房地产评估师与估价员,6,medium
appraisers-and-assessors-of-real-estate,en,Appraisers And Assessors Of Real Estate,房地产评估师与估价员,6,medium
property-real-estate-and-community-association-managers,zh-CN,"Property, Real Estate, And Community Association Managers",物业、房地产与社区协会经理,6,medium
property-real-estate-and-community-association-managers,en,"Property, Real Estate, And Community Association Managers",物业、房地产与社区协会经理,6,medium
prosthodontists,zh-CN,Prosthodontists,修复牙科医师,5,high
prosthodontists,en,Prosthodontists,修复牙科医师,5,high
psychiatric-aides,zh-CN,Psychiatric Aides,精神科助理,5,medium
psychiatric-aides,en,Psychiatric Aides,精神科助理,5,medium
psychiatric-technicians,zh-CN,Psychiatric Technicians,精神科技术员,5,medium
psychiatric-technicians,en,Psychiatric Technicians,精神科技术员,5,medium
psychiatric-technicians-and-aides,zh-CN,Psychiatric Technicians And Aides,精神科技术员与助手,5,medium
psychiatric-technicians-and-aides,en,Psychiatric Technicians And Aides,精神科技术员与助手,5,medium
psychiatrists,zh-CN,Psychiatrists,精神科医师,5,high
psychiatrists,en,Psychiatrists,精神科医师,5,high
psychologists,zh-CN,Psychologists,心理学家,5,medium
psychologists,en,Psychologists,心理学家,5,medium
psychology-teachers-postsecondary,zh-CN,"Psychology Teachers, Postsecondary",高校心理学教师,5,medium
psychology-teachers-postsecondary,en,"Psychology Teachers, Postsecondary",高校心理学教师,5,medium
public-relations-managers,zh-CN,Public Relations Managers,公共关系经理,7,medium
public-relations-managers,en,Public Relations Managers,公共关系经理,7,medium
public-relations-specialists,zh-CN,Public relations specialists,公共关系专员,7,medium
public-relations-specialists,en,Public relations specialists,公共关系专员,7,medium
police-fire-and-ambulance-dispatchers,zh-CN,Public Safety Telecommunicators,公共安全通信调度员,5,high
police-fire-and-ambulance-dispatchers,en,Public Safety Telecommunicators,公共安全通信调度员,5,high
pump-operators-except-wellhead-pumpers,zh-CN,"Pump Operators, Except Wellhead Pumpers",泵站操作员（不含井口泵工）,5,medium
pump-operators-except-wellhead-pumpers,en,"Pump Operators, Except Wellhead Pumpers",泵站操作员（不含井口泵工）,5,medium
purchasing-agents-except-wholesale-retail-and-farm-products,zh-CN,"Purchasing Agents, Except Wholesale, Retail, And Farm Products",采购代理（不含批发、零售和农产品）,7,medium
purchasing-agents-except-wholesale-retail-and-farm-products,en,"Purchasing Agents, Except Wholesale, Retail, And Farm Products",采购代理（不含批发、零售和农产品）,7,medium
purchasing-managers,zh-CN,Purchasing Managers,采购经理,7,medium
purchasing-managers,en,Purchasing Managers,采购经理,7,medium
purchasing-managers-buyers-and-purchasing-agents,zh-CN,Purchasing Managers,采购经理、买手与采购代理,7,medium
purchasing-managers-buyers-and-purchasing-agents,en,Purchasing Managers,采购经理、买手与采购代理,7,medium
quality-control-analysts,zh-CN,Quality Control Analysts,质量控制分析师,6,medium
quality-control-analysts,en,Quality Control Analysts,质量控制分析师,6,medium
quality-control-inspectors,zh-CN,Quality Control Inspectors,质量控制检查员,6,medium
quality-control-inspectors,en,Quality Control Inspectors,质量控制检查员,6,medium
quality-control-systems-managers,zh-CN,Quality Control Systems Managers,质量控制系统经理,6,medium
quality-control-systems-managers,en,Quality Control Systems Managers,质量控制系统经理,6,medium
radiation-therapists,zh-CN,Radiation Therapists,放射治疗师,5,high
radiation-therapists,en,Radiation Therapists,放射治疗师,5,high
radio-frequency-identification-device-specialists,zh-CN,Radio Frequency Identification Device Specialists,射频识别设备专员,5,medium
radio-frequency-identification-device-specialists,en,Radio Frequency Identification Device Specialists,射频识别设备专员,5,medium
radio-cellular-and-tower-equipment-installers-and-repairers,zh-CN,"Radio, Cellular, And Tower Equipment Installers And Repairers",无线、蜂窝与塔台设备安装维修工,5,medium
radio-cellular-and-tower-equipment-installers-and-repairers,en,"Radio, Cellular, And Tower Equipment Installers And Repairers",无线、蜂窝与塔台设备安装维修工,5,medium
radiologic-technologists,zh-CN,Radiologic Technologists And Technicians,放射技师与技术员,5,medium
radiologic-technologists,en,Radiologic Technologists And Technicians,放射技师与技术员,5,medium
radiologic-technologists-and-technicians,zh-CN,Radiologic Technologists And Technicians,放射技师与技术员,5,medium
radiologic-technologists-and-technicians,en,Radiologic Technologists And Technicians,放射技师与技术员,5,medium
rail-car-repairers,zh-CN,Rail Car Repairers,铁路车辆维修工,4,medium
rail-car-repairers,en,Rail Car Repairers,铁路车辆维修工,4,medium
rail-track-laying-and-maintenance-equipment-operators,zh-CN,Rail Track Laying And Maintenance Equipment Operators,铁路轨道铺设与养护设备操作员,4,medium
rail-track-laying-and-maintenance-equipment-operators,en,Rail Track Laying And Maintenance Equipment Operators,铁路轨道铺设与养护设备操作员,4,medium
rail-yard-engineers-dinkey-operators-and-hostlers,zh-CN,"Rail Yard Engineers, Dinkey Operators, And Hostlers",铁路站场工程师、小型机车操作员与调车员,4,medium
rail-yard-engineers-dinkey-operators-and-hostlers,en,"Rail Yard Engineers, Dinkey Operators, And Hostlers",铁路站场工程师、小型机车操作员与调车员,4,medium
railroad-brake-signal-and-switch-operators-and-locomotive-firers,zh-CN,"Railroad Brake, Signal, And Switch Operators And Locomotive Firers",铁路制动、信号和道岔操作员及机车司炉,4,medium
railroad-brake-signal-and-switch-operators-and-locomotive-firers,en,"Railroad Brake, Signal, And Switch Operators And Locomotive Firers",铁路制动、信号和道岔操作员及机车司炉,4,medium
railroad-conductors-and-yardmasters,zh-CN,Railroad Conductors And Yardmasters,铁路列车长与调车场场长,4,high
railroad-conductors-and-yardmasters,en,Railroad Conductors And Yardmasters,铁路列车长与调车场场长,4,high
railroad-occupations,zh-CN,Railroad Conductors And Yardmasters,铁路列车长与调车场场长,4,medium
railroad-occupations,en,Railroad Conductors And Yardmasters,铁路列车长与调车场场长,4,medium
range-managers,zh-CN,Range Managers,牧场资源经理,4,medium
range-managers,en,Range Managers,牧场资源经理,4,medium
real-estate-brokers,zh-CN,Real Estate Brokers,房地产经纪人,6,medium
real-estate-brokers,en,Real Estate Brokers,房地产经纪人,6,medium
real-estate-brokers-and-sales-agents,zh-CN,Real Estate Brokers And Sales Agents,房地产经纪人与销售代理,6,medium
real-estate-brokers-and-sales-agents,en,Real Estate Brokers And Sales Agents,房地产经纪人与销售代理,6,medium
real-estate-sales-agents,zh-CN,Real Estate Sales Agents,房地产销售代理,6,medium
real-estate-sales-agents,en,Real Estate Sales Agents,房地产销售代理,6,medium
receptionists,zh-CN,Receptionists And Information Clerks,前台接待员与信息文员,6,medium
receptionists,en,Receptionists And Information Clerks,前台接待员与信息文员,6,medium
receptionists-and-information-clerks,zh-CN,Receptionists And Information Clerks,前台接待员与信息文员,6,medium
receptionists-and-information-clerks,en,Receptionists And Information Clerks,前台接待员与信息文员,6,medium
recreation-and-fitness-studies-teachers-postsecondary,zh-CN,"Recreation And Fitness Studies Teachers, Postsecondary",高校休闲与健身研究教师,4,medium
recreation-and-fitness-studies-teachers-postsecondary,en,"Recreation And Fitness Studies Teachers, Postsecondary",高校休闲与健身研究教师,4,medium
recreation-workers,zh-CN,Recreation Workers,休闲活动从业人员,4,medium
recreation-workers,en,Recreation Workers,休闲活动从业人员,4,medium
recreational-therapists,zh-CN,Recreational Therapists,娱乐治疗师,4,high
recreational-therapists,en,Recreational Therapists,娱乐治疗师,4,high
recreational-vehicle-service-technicians,zh-CN,Recreational Vehicle Service Technicians,休闲车辆服务技术员,4,medium
recreational-vehicle-service-technicians,en,Recreational Vehicle Service Technicians,休闲车辆服务技术员,4,medium
recycling-and-reclamation-workers,zh-CN,Recycling And Reclamation Workers,回收与再生资源工人,4,medium
recycling-and-reclamation-workers,en,Recycling And Reclamation Workers,回收与再生资源工人,4,medium
recycling-coordinators,zh-CN,Recycling Coordinators,回收协调员,4,medium
recycling-coordinators,en,Recycling Coordinators,回收协调员,4,medium
refractory-materials-repairers-except-brickmasons,zh-CN,"Refractory Materials Repairers, Except Brickmasons",耐火材料维修工（不含砌砖工）,3,medium
refractory-materials-repairers-except-brickmasons,en,"Refractory Materials Repairers, Except Brickmasons",耐火材料维修工（不含砌砖工）,3,medium
refuse-and-recyclable-material-collectors,zh-CN,Refuse And Recyclable Material Collectors,垃圾与可回收物收集员,4,medium
refuse-and-recyclable-material-collectors,en,Refuse And Recyclable Material Collectors,垃圾与可回收物收集员,4,medium
registered-nurses,zh-CN,Registered nurses,注册护士,5,high
registered-nurses,en,Registered nurses,注册护士,5,high
regulatory-affairs-managers,zh-CN,Regulatory Affairs Managers,法规事务经理,7,high
regulatory-affairs-managers,en,Regulatory Affairs Managers,法规事务经理,7,high
regulatory-affairs-specialists,zh-CN,Regulatory Affairs Specialists,法规事务专员,7,medium
regulatory-affairs-specialists,en,Regulatory Affairs Specialists,法规事务专员,7,medium
rehabilitation-counselors,zh-CN,Rehabilitation Counselors,康复咨询师,5,medium
rehabilitation-counselors,en,Rehabilitation Counselors,康复咨询师,5,medium
reinforcing-iron-and-rebar-workers,zh-CN,Reinforcing Iron And Rebar Workers,钢筋工,3,medium
reinforcing-iron-and-rebar-workers,en,Reinforcing Iron And Rebar Workers,钢筋工,3,medium
remote-sensing-scientists-and-technologists,zh-CN,Remote Sensing Scientists And Technologists,遥感科学家与技术专家,7,high
remote-sensing-scientists-and-technologists,en,Remote Sensing Scientists And Technologists,遥感科学家与技术专家,7,high
remote-sensing-technicians,zh-CN,Remote Sensing Technicians,遥感技术员,7,medium
remote-sensing-technicians,en,Remote Sensing Technicians,遥感技术员,7,medium
reservation-and-transportation-ticket-agents-and-travel-clerks,zh-CN,Reservation And Transportation Ticket Agents And Travel Clerks,预订、交通票务与旅行文员,5,medium
reservation-and-transportation-ticket-agents-and-travel-clerks,en,Reservation And Transportation Ticket Agents And Travel Clerks,预订、交通票务与旅行文员,5,medium
residential-advisors,zh-CN,Residential Advisors,住宿顾问,5,medium
residential-advisors,en,Residential Advisors,住宿顾问,5,medium
respiratory-therapists,zh-CN,Respiratory Therapists,呼吸治疗师,5,high
respiratory-therapists,en,Respiratory Therapists,呼吸治疗师,5,high
retail-loss-prevention-specialists,zh-CN,Retail Loss Prevention Specialists,零售防损专员,5,medium
retail-loss-prevention-specialists,en,Retail Loss Prevention Specialists,零售防损专员,5,medium
retail-sales-workers,zh-CN,Retail Sales Workers,零售销售人员,5,medium
retail-sales-workers,en,Retail Sales Workers,零售销售人员,5,medium
retail-salespersons,zh-CN,Retail Salespersons,零售销售员,5,medium
retail-salespersons,en,Retail Salespersons,零售销售员,5,medium
riggers,zh-CN,Riggers,索具工,4,medium
riggers,en,Riggers,索具工,4,medium
robotics-engineers,zh-CN,Robotics Engineers,机器人工程师,7,high
robotics-engineers,en,Robotics Engineers,机器人工程师,7,high
robotics-technicians,zh-CN,Robotics Technicians,机器人技术员,7,medium
robotics-technicians,en,Robotics Technicians,机器人技术员,7,medium
rock-splitters-quarry,zh-CN,"Rock Splitters, Quarry",采石场劈石工,3,medium
rock-splitters-quarry,en,"Rock Splitters, Quarry",采石场劈石工,3,medium
rolling-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,"Rolling Machine Setters, Operators, And Tenders, Metal And Plastic",金属与塑料轧机调机员、操作员与看护员,6,medium
rolling-machine-setters-operators-and-tenders-metal-and-plastic,en,"Rolling Machine Setters, Operators, And Tenders, Metal And Plastic",金属与塑料轧机调机员、操作员与看护员,6,medium
roof-bolters-mining,zh-CN,"Roof Bolters, Mining",矿山顶板锚杆工,4,high
roof-bolters-mining,en,"Roof Bolters, Mining",矿山顶板锚杆工,4,high
roofers,zh-CN,Roofers,屋面工,3,medium
roofers,en,Roofers,屋面工,3,medium
rotary-drill-operators-oil-and-gas,zh-CN,"Rotary Drill Operators, Oil And Gas",石油天然气旋转钻机操作员,4,medium
rotary-drill-operators-oil-and-gas,en,"Rotary Drill Operators, Oil And Gas",石油天然气旋转钻机操作员,4,medium
roustabouts-oil-and-gas,zh-CN,"Roustabouts, Oil And Gas",石油天然气杂务工,4,medium
roustabouts-oil-and-gas,en,"Roustabouts, Oil And Gas",石油天然气杂务工,4,medium
sailors-and-marine-oilers,zh-CN,Sailors And Marine Oilers,水手与船舶机油员,4,medium
sailors-and-marine-oilers,en,Sailors And Marine Oilers,水手与船舶机油员,4,medium
sales-engineers,zh-CN,Sales engineers,销售工程师,7,high
sales-engineers,en,Sales engineers,销售工程师,7,high
sales-managers,zh-CN,Sales Managers,销售经理,7,medium
sales-managers,en,Sales Managers,销售经理,7,medium
sales-representatives-of-services-except-advertising-insurance-financial-services-and-travel,zh-CN,"Sales Representatives Of Services, Except Advertising, Insurance, Financial Services, And Travel",服务销售代表（不含广告、保险、金融服务和旅行）,7,medium
sales-representatives-of-services-except-advertising-insurance-financial-services-and-travel,en,"Sales Representatives Of Services, Except Advertising, Insurance, Financial Services, And Travel",服务销售代表（不含广告、保险、金融服务和旅行）,7,medium
sales-representatives-wholesale-and-manufacturing-except-technical-and-scientific-products,zh-CN,"Sales Representatives, Wholesale And Manufacturing, Except Technical And Scientific Products",批发与制造销售代表（不含技术和科学产品）,7,medium
sales-representatives-wholesale-and-manufacturing-except-technical-and-scientific-products,en,"Sales Representatives, Wholesale And Manufacturing, Except Technical And Scientific Products",批发与制造销售代表（不含技术和科学产品）,7,medium
sales-representatives-wholesale-and-manufacturing-technical-and-scientific-products,zh-CN,"Sales Representatives, Wholesale And Manufacturing, Technical And Scientific Products",批发与制造销售代表（技术和科学产品）,7,medium
sales-representatives-wholesale-and-manufacturing-technical-and-scientific-products,en,"Sales Representatives, Wholesale And Manufacturing, Technical And Scientific Products",批发与制造销售代表（技术和科学产品）,7,medium
sawing-machine-setters-operators-and-tenders-wood,zh-CN,"Sawing Machine Setters, Operators, And Tenders, Wood",木材锯切机调机员、操作员与看护员,6,medium
sawing-machine-setters-operators-and-tenders-wood,en,"Sawing Machine Setters, Operators, And Tenders, Wood",木材锯切机调机员、操作员与看护员,6,medium
school-and-career-counselors,zh-CN,School And Career Counselors And Advisors,学校与职业咨询顾问,5,medium
school-and-career-counselors,en,School And Career Counselors And Advisors,学校与职业咨询顾问,5,medium
school-bus-monitors,zh-CN,School Bus Monitors,校车监督员,5,medium
school-bus-monitors,en,School Bus Monitors,校车监督员,5,medium
school-psychologists,zh-CN,School Psychologists,学校心理学家,5,high
school-psychologists,en,School Psychologists,学校心理学家,5,high
search-marketing-strategists,zh-CN,Search Marketing Strategists,搜索营销策略师,8,medium
search-marketing-strategists,en,Search Marketing Strategists,搜索营销策略师,8,medium
secondary-school-teachers-except-special-and-career-technical-education,zh-CN,"Secondary School Teachers, Except Special And Career/Technical Education",中学教师（不含特殊教育与职业技术教育）,5,medium
secondary-school-teachers-except-special-and-career-technical-education,en,"Secondary School Teachers, Except Special And Career/Technical Education",中学教师（不含特殊教育与职业技术教育）,5,medium
secretaries-and-administrative-assistants,zh-CN,Secretaries And Administrative Assistants,秘书与行政助理,8,medium
secretaries-and-administrative-assistants,en,Secretaries And Administrative Assistants,秘书与行政助理,8,medium
secretaries-and-administrative-assistants-except-legal-medical-and-executive,zh-CN,"Secretaries And Administrative Assistants, Except Legal, Medical, And Executive",秘书与行政助理（不含法律、医疗和高管助理）,8,medium
secretaries-and-administrative-assistants-except-legal-medical-and-executive,en,"Secretaries And Administrative Assistants, Except Legal, Medical, And Executive",秘书与行政助理（不含法律、医疗和高管助理）,8,medium
securities-commodities-and-financial-services-sales-agents,zh-CN,"Securities, Commodities, And Financial Services Sales Agents",证券、商品与金融服务销售代理,7,medium
securities-commodities-and-financial-services-sales-agents,en,"Securities, Commodities, And Financial Services Sales Agents",证券、商品与金融服务销售代理,7,medium
security-and-fire-alarm-systems-installers,zh-CN,Security And Fire Alarm Systems Installers,安防与消防报警系统安装工,5,medium
security-and-fire-alarm-systems-installers,en,Security And Fire Alarm Systems Installers,安防与消防报警系统安装工,5,medium
security-guards,zh-CN,Security Guards,保安员,5,medium
security-guards,en,Security Guards,保安员,5,medium
security-management-specialists,zh-CN,Security Management Specialists,安全管理专员,5,high
security-management-specialists,en,Security Management Specialists,安全管理专员,5,high
security-managers,zh-CN,Security Managers,安全经理,5,medium
security-managers,en,Security Managers,安全经理,5,medium
segmental-pavers,zh-CN,Segmental Pavers,块状铺路工,3,medium
segmental-pavers,en,Segmental Pavers,块状铺路工,3,medium
self-enrichment-teachers,zh-CN,Self Enrichment Teachers,自我提升课程教师,5,medium
self-enrichment-teachers,en,Self Enrichment Teachers,自我提升课程教师,5,medium
semiconductor-processing-technicians,zh-CN,Semiconductor Processing Technicians,半导体加工技术员,6,high
semiconductor-processing-technicians,en,Semiconductor Processing Technicians,半导体加工技术员,6,high
separating-filtering-clarifying-precipitating-and-still-machine-setters-operators-and-tenders,zh-CN,"Separating, Filtering, Clarifying, Precipitating, And Still Machine Setters, Operators, And Tenders",分离、过滤、澄清、沉淀和蒸馏设备调机员、操作员与看护员,6,medium
separating-filtering-clarifying-precipitating-and-still-machine-setters-operators-and-tenders,en,"Separating, Filtering, Clarifying, Precipitating, And Still Machine Setters, Operators, And Tenders",分离、过滤、澄清、沉淀和蒸馏设备调机员、操作员与看护员,6,medium
septic-tank-servicers-and-sewer-pipe-cleaners,zh-CN,Septic Tank Servicers And Sewer Pipe Cleaners,化粪池维修员与下水管道清洁工,3,medium
septic-tank-servicers-and-sewer-pipe-cleaners,en,Septic Tank Servicers And Sewer Pipe Cleaners,化粪池维修员与下水管道清洁工,3,medium
service-unit-operators-oil-and-gas,zh-CN,"Service Unit Operators, Oil And Gas",石油天然气服务设备操作员,4,medium
service-unit-operators-oil-and-gas,en,"Service Unit Operators, Oil And Gas",石油天然气服务设备操作员,4,medium
set-and-exhibit-designers,zh-CN,Set And Exhibit Designers,布景与展陈设计师,7,high
set-and-exhibit-designers,en,Set And Exhibit Designers,布景与展陈设计师,7,high
sewers-hand,zh-CN,"Sewers, Hand",手工缝纫工,4,medium
sewers-hand,en,"Sewers, Hand",手工缝纫工,4,medium
sewing-machine-operators,zh-CN,Sewing Machine Operators,缝纫机操作员,4,medium
sewing-machine-operators,en,Sewing Machine Operators,缝纫机操作员,4,medium
shampooers,zh-CN,Shampooers,洗发师,4,medium
shampooers,en,Shampooers,洗发师,4,medium
sheet-metal-workers,zh-CN,Sheet Metal Workers,钣金工,4,medium
sheet-metal-workers,en,Sheet Metal Workers,钣金工,4,medium
ship-engineers,zh-CN,Ship Engineers,船舶轮机工程师,5,high
ship-engineers,en,Ship Engineers,船舶轮机工程师,5,high
shipping-receiving-and-inventory-clerks,zh-CN,"Shipping, Receiving, And Inventory Clerks",发运、收货与库存文员,6,medium
shipping-receiving-and-inventory-clerks,en,"Shipping, Receiving, And Inventory Clerks",发运、收货与库存文员,6,medium
shoe-and-leather-workers-and-repairers,zh-CN,Shoe And Leather Workers And Repairers,鞋类与皮革工人及维修工,4,medium
shoe-and-leather-workers-and-repairers,en,Shoe And Leather Workers And Repairers,鞋类与皮革工人及维修工,4,medium
shoe-machine-operators-and-tenders,zh-CN,Shoe Machine Operators And Tenders,制鞋机器操作员与看护员,4,medium
shoe-machine-operators-and-tenders,en,Shoe Machine Operators And Tenders,制鞋机器操作员与看护员,4,medium
shuttle-drivers-and-chauffeurs,zh-CN,Shuttle Drivers And Chauffeurs,穿梭车司机与专车司机,3,medium
shuttle-drivers-and-chauffeurs,en,Shuttle Drivers And Chauffeurs,穿梭车司机与专车司机,3,medium
signal-and-track-switch-repairers,zh-CN,Signal And Track Switch Repairers,信号与轨道道岔维修工,5,high
signal-and-track-switch-repairers,en,Signal And Track Switch Repairers,信号与轨道道岔维修工,5,high
skincare-specialists,zh-CN,Skincare Specialists,护肤专员,4,medium
skincare-specialists,en,Skincare Specialists,护肤专员,4,medium
slaughterers-and-meat-packers,zh-CN,Slaughterers And Meat Packers,屠宰与肉类包装工,4,high
slaughterers-and-meat-packers,en,Slaughterers And Meat Packers,屠宰与肉类包装工,4,high
small-engine-mechanics,zh-CN,Outdoor Power Equipment And Other Small Engine Mechanics,户外动力设备与小型发动机机械师,5,medium
small-engine-mechanics,en,Outdoor Power Equipment And Other Small Engine Mechanics,户外动力设备与小型发动机机械师,5,medium
social-and-community-service-managers,zh-CN,Social And Community Service Managers,社会与社区服务经理,5,medium
social-and-community-service-managers,en,Social And Community Service Managers,社会与社区服务经理,5,medium
social-and-human-service-assistants,zh-CN,Social And Human Service Assistants,社会与人类服务助理,5,medium
social-and-human-service-assistants,en,Social And Human Service Assistants,社会与人类服务助理,5,medium
social-science-research-assistants,zh-CN,Social Science Research Assistants,社会科学研究助理,7,medium
social-science-research-assistants,en,Social Science Research Assistants,社会科学研究助理,7,medium
social-work-teachers-postsecondary,zh-CN,"Social Work Teachers, Postsecondary",高校社会工作教师,7,medium
social-work-teachers-postsecondary,en,"Social Work Teachers, Postsecondary",高校社会工作教师,7,medium
social-workers,zh-CN,"Social Workers, All Other",其他社会工作者,5,medium
social-workers,en,"Social Workers, All Other",其他社会工作者,5,medium
sociologists,zh-CN,Sociologists,社会学家,7,medium
sociologists,en,Sociologists,社会学家,7,medium
sociology-teachers-postsecondary,zh-CN,"Sociology Teachers, Postsecondary",高校社会学教师,7,medium
sociology-teachers-postsecondary,en,"Sociology Teachers, Postsecondary",高校社会学教师,7,medium
soil-and-plant-scientists,zh-CN,Soil And Plant Scientists,土壤与植物科学家,6,medium
soil-and-plant-scientists,en,Soil And Plant Scientists,土壤与植物科学家,6,medium
solar-energy-installation-managers,zh-CN,Solar Energy Installation Managers,太阳能安装经理,6,medium
solar-energy-installation-managers,en,Solar Energy Installation Managers,太阳能安装经理,6,medium
solar-energy-systems-engineers,zh-CN,Solar Energy Systems Engineers,太阳能系统工程师,6,high
solar-energy-systems-engineers,en,Solar Energy Systems Engineers,太阳能系统工程师,6,high
solar-photovoltaic-installers,zh-CN,Solar Photovoltaic Installers,太阳能光伏安装工,6,medium
solar-photovoltaic-installers,en,Solar Photovoltaic Installers,太阳能光伏安装工,6,medium
solar-sales-representatives-and-assessors,zh-CN,Solar Sales Representatives And Assessors,太阳能销售代表与评估员,6,medium
solar-sales-representatives-and-assessors,en,Solar Sales Representatives And Assessors,太阳能销售代表与评估员,6,medium
solar-thermal-installers-and-technicians,zh-CN,Solar Thermal Installers And Technicians,太阳能热利用安装工与技术员,6,medium
solar-thermal-installers-and-technicians,en,Solar Thermal Installers And Technicians,太阳能热利用安装工与技术员,6,medium
sound-engineering-technicians,zh-CN,Sound Engineering Technicians,声音工程技术员,7,medium
sound-engineering-technicians,en,Sound Engineering Technicians,声音工程技术员,7,medium
spa-managers,zh-CN,Spa Managers,水疗中心经理,4,medium
