slug,locale,candidate_index,anchor_candidate,candidate_only,runtime_approved
painters-construction-and-maintenance,zh-CN,3,建筑与维护涂装工AI 影响与职业匹配,true,false
painters-construction-and-maintenance,en,1,"Painters, Construction And Maintenance career overview",true,false
painters-construction-and-maintenance,en,2,"Painters, Construction And Maintenance skills and entry path",true,false
painters-construction-and-maintenance,en,3,"Painters, Construction And Maintenance AI impact and fit",true,false
painting-and-coating-workers,zh-CN,1,喷涂与涂层作业人员职业介绍,true,false
painting-and-coating-workers,zh-CN,2,喷涂与涂层作业人员技能与入行路径,true,false
painting-and-coating-workers,zh-CN,3,喷涂与涂层作业人员AI 影响与职业匹配,true,false
painting-and-coating-workers,en,1,Painting And Coating Workers career overview,true,false
painting-and-coating-workers,en,2,Painting And Coating Workers skills and entry path,true,false
painting-and-coating-workers,en,3,Painting And Coating Workers AI impact and fit,true,false
painting-coating-and-decorating-workers,zh-CN,1,工人职业介绍,true,false
painting-coating-and-decorating-workers,zh-CN,2,工人技能与入行路径,true,false
painting-coating-and-decorating-workers,zh-CN,3,工人AI 影响与职业匹配,true,false
painting-coating-and-decorating-workers,en,1,"Painting, Coating, And Decorating Workers career overview",true,false
painting-coating-and-decorating-workers,en,2,"Painting, Coating, And Decorating Workers skills and entry path",true,false
painting-coating-and-decorating-workers,en,3,"Painting, Coating, And Decorating Workers AI impact and fit",true,false
paper-goods-machine-setters-operators-and-tenders,zh-CN,1,机器铺设工、操作员、看护员职业介绍,true,false
paper-goods-machine-setters-operators-and-tenders,zh-CN,2,机器铺设工、操作员、看护员技能与入行路径,true,false
paper-goods-machine-setters-operators-and-tenders,zh-CN,3,机器铺设工、操作员、看护员AI 影响与职业匹配,true,false
paper-goods-machine-setters-operators-and-tenders,en,1,"Paper Goods Machine Setters, Operators, And Tenders career overview",true,false
paper-goods-machine-setters-operators-and-tenders,en,2,"Paper Goods Machine Setters, Operators, And Tenders skills and entry path",true,false
paper-goods-machine-setters-operators-and-tenders,en,3,"Paper Goods Machine Setters, Operators, And Tenders AI impact and fit",true,false
paperhangers,zh-CN,1,裱糊工职业介绍,true,false
paperhangers,zh-CN,2,裱糊工技能与入行路径,true,false
paperhangers,zh-CN,3,裱糊工AI 影响与职业匹配,true,false
paperhangers,en,1,Paperhangers career overview,true,false
paperhangers,en,2,Paperhangers skills and entry path,true,false
paperhangers,en,3,Paperhangers AI impact and fit,true,false
paralegals-and-legal-assistants,zh-CN,1,律师助理与法务助理职业介绍,true,false
paralegals-and-legal-assistants,zh-CN,2,律师助理与法务助理技能与入行路径,true,false
paralegals-and-legal-assistants,zh-CN,3,律师助理与法务助理AI 影响与职业匹配,true,false
paralegals-and-legal-assistants,en,1,Paralegals And Legal Assistants career overview,true,false
paralegals-and-legal-assistants,en,2,Paralegals And Legal Assistants skills and entry path,true,false
paralegals-and-legal-assistants,en,3,Paralegals And Legal Assistants AI impact and fit,true,false
paramedics,zh-CN,1,急救医护人员职业介绍,true,false
paramedics,zh-CN,2,急救医护人员技能与入行路径,true,false
paramedics,zh-CN,3,急救医护人员AI 影响与职业匹配,true,false
paramedics,en,1,Paramedics career overview,true,false
paramedics,en,2,Paramedics skills and entry path,true,false
paramedics,en,3,Paramedics AI impact and fit,true,false
park-naturalists,zh-CN,1,公园自然解说员职业介绍,true,false
park-naturalists,zh-CN,2,公园自然解说员技能与入行路径,true,false
park-naturalists,zh-CN,3,公园自然解说员AI 影响与职业匹配,true,false
park-naturalists,en,1,Park Naturalists career overview,true,false
park-naturalists,en,2,Park Naturalists skills and entry path,true,false
park-naturalists,en,3,Park Naturalists AI impact and fit,true,false
parking-attendants,zh-CN,1,停车服务员职业介绍,true,false
parking-attendants,zh-CN,2,停车服务员技能与入行路径,true,false
parking-attendants,zh-CN,3,停车服务员AI 影响与职业匹配,true,false
parking-attendants,en,1,Parking Attendants career overview,true,false
parking-attendants,en,2,Parking Attendants skills and entry path,true,false
parking-attendants,en,3,Parking Attendants AI impact and fit,true,false
parking-enforcement-workers,zh-CN,1,停车工人职业介绍,true,false
parking-enforcement-workers,zh-CN,2,停车工人技能与入行路径,true,false
parking-enforcement-workers,zh-CN,3,停车工人AI 影响与职业匹配,true,false
parking-enforcement-workers,en,1,Parking Enforcement Workers career overview,true,false
parking-enforcement-workers,en,2,Parking Enforcement Workers skills and entry path,true,false
parking-enforcement-workers,en,3,Parking Enforcement Workers AI impact and fit,true,false
parts-salespersons,zh-CN,1,销售艺术职业介绍,true,false
parts-salespersons,zh-CN,2,销售艺术技能与入行路径,true,false
parts-salespersons,zh-CN,3,销售艺术AI 影响与职业匹配,true,false
parts-salespersons,en,1,Parts Salespersons career overview,true,false
parts-salespersons,en,2,Parts Salespersons skills and entry path,true,false
parts-salespersons,en,3,Parts Salespersons AI impact and fit,true,false
passenger-attendants,zh-CN,1,乘客服务员职业介绍,true,false
passenger-attendants,zh-CN,2,乘客服务员技能与入行路径,true,false
passenger-attendants,zh-CN,3,乘客服务员AI 影响与职业匹配,true,false
passenger-attendants,en,1,Passenger Attendants career overview,true,false
passenger-attendants,en,2,Passenger Attendants skills and entry path,true,false
passenger-attendants,en,3,Passenger Attendants AI impact and fit,true,false
patient-representatives,zh-CN,1,患者代表职业介绍,true,false
patient-representatives,zh-CN,2,患者代表技能与入行路径,true,false
patient-representatives,zh-CN,3,患者代表AI 影响与职业匹配,true,false
patient-representatives,en,1,Patient Representatives career overview,true,false
patient-representatives,en,2,Patient Representatives skills and entry path,true,false
patient-representatives,en,3,Patient Representatives AI impact and fit,true,false
patternmakers-metal-and-plastic,zh-CN,1,制版工、金属塑料职业介绍,true,false
patternmakers-metal-and-plastic,zh-CN,2,制版工、金属塑料技能与入行路径,true,false
patternmakers-metal-and-plastic,zh-CN,3,制版工、金属塑料AI 影响与职业匹配,true,false
patternmakers-metal-and-plastic,en,1,"Patternmakers, Metal And Plastic career overview",true,false
patternmakers-metal-and-plastic,en,2,"Patternmakers, Metal And Plastic skills and entry path",true,false
patternmakers-metal-and-plastic,en,3,"Patternmakers, Metal And Plastic AI impact and fit",true,false
patternmakers-wood,zh-CN,1,制版工、木材职业介绍,true,false
patternmakers-wood,zh-CN,2,制版工、木材技能与入行路径,true,false
patternmakers-wood,zh-CN,3,制版工、木材AI 影响与职业匹配,true,false
patternmakers-wood,en,1,"Patternmakers, Wood career overview",true,false
patternmakers-wood,en,2,"Patternmakers, Wood skills and entry path",true,false
patternmakers-wood,en,3,"Patternmakers, Wood AI impact and fit",true,false
paving-surfacing-and-tamping-equipment-operators,zh-CN,1,设备操作员职业介绍,true,false
paving-surfacing-and-tamping-equipment-operators,zh-CN,2,设备操作员技能与入行路径,true,false
paving-surfacing-and-tamping-equipment-operators,zh-CN,3,设备操作员AI 影响与职业匹配,true,false
paving-surfacing-and-tamping-equipment-operators,en,1,"Paving, Surfacing, And Tamping Equipment Operators career overview",true,false
paving-surfacing-and-tamping-equipment-operators,en,2,"Paving, Surfacing, And Tamping Equipment Operators skills and entry path",true,false
paving-surfacing-and-tamping-equipment-operators,en,3,"Paving, Surfacing, And Tamping Equipment Operators AI impact and fit",true,false
payroll-and-timekeeping-clerks,zh-CN,1,薪资与考勤文员职业介绍,true,false
payroll-and-timekeeping-clerks,zh-CN,2,薪资与考勤文员技能与入行路径,true,false
payroll-and-timekeeping-clerks,zh-CN,3,薪资与考勤文员AI 影响与职业匹配,true,false
payroll-and-timekeeping-clerks,en,1,Payroll And Timekeeping Clerks career overview,true,false
payroll-and-timekeeping-clerks,en,2,Payroll And Timekeeping Clerks skills and entry path,true,false
payroll-and-timekeeping-clerks,en,3,Payroll And Timekeeping Clerks AI impact and fit,true,false
pediatric-surgeons,zh-CN,1,外科医师职业介绍,true,false
pediatric-surgeons,zh-CN,2,外科医师技能与入行路径,true,false
pediatric-surgeons,zh-CN,3,外科医师AI 影响与职业匹配,true,false
pediatric-surgeons,en,1,Pediatric Surgeons career overview,true,false
pediatric-surgeons,en,2,Pediatric Surgeons skills and entry path,true,false
pediatric-surgeons,en,3,Pediatric Surgeons AI impact and fit,true,false
pediatricians-general,zh-CN,1,儿科医师、普通职业介绍,true,false
pediatricians-general,zh-CN,2,儿科医师、普通技能与入行路径,true,false
pediatricians-general,zh-CN,3,儿科医师、普通AI 影响与职业匹配,true,false
pediatricians-general,en,1,"Pediatricians, General career overview",true,false
pediatricians-general,en,2,"Pediatricians, General skills and entry path",true,false
pediatricians-general,en,3,"Pediatricians, General AI impact and fit",true,false
penetration-testers,zh-CN,1,渗透测试员职业介绍,true,false
penetration-testers,zh-CN,2,渗透测试员技能与入行路径,true,false
penetration-testers,zh-CN,3,渗透测试员AI 影响与职业匹配,true,false
penetration-testers,en,1,Penetration Testers career overview,true,false
penetration-testers,en,2,Penetration Testers skills and entry path,true,false
penetration-testers,en,3,Penetration Testers AI impact and fit,true,false
personal-care-aides,zh-CN,1,个人护理职业介绍,true,false
personal-care-aides,zh-CN,2,个人护理技能与入行路径,true,false
personal-care-aides,zh-CN,3,个人护理AI 影响与职业匹配,true,false
personal-care-aides,en,1,Personal Care Aides career overview,true,false
personal-care-aides,en,2,Personal Care Aides skills and entry path,true,false
personal-care-aides,en,3,Personal Care Aides AI impact and fit,true,false
personal-financial-advisors,zh-CN,1,个人理财顾问职业介绍,true,false
personal-financial-advisors,zh-CN,2,个人理财顾问技能与入行路径,true,false
personal-financial-advisors,zh-CN,3,个人理财顾问AI 影响与职业匹配,true,false
personal-financial-advisors,en,1,Personal financial advisors career overview,true,false
personal-financial-advisors,en,2,Personal financial advisors skills and entry path,true,false
personal-financial-advisors,en,3,Personal financial advisors AI impact and fit,true,false
pest-control-workers,zh-CN,1,虫害防治人员职业介绍,true,false
pest-control-workers,zh-CN,2,虫害防治人员技能与入行路径,true,false
pest-control-workers,zh-CN,3,虫害防治人员AI 影响与职业匹配,true,false
pest-control-workers,en,1,Pest Control Workers career overview,true,false
pest-control-workers,en,2,Pest Control Workers skills and entry path,true,false
pest-control-workers,en,3,Pest Control Workers AI impact and fit,true,false
pesticide-handlers-sprayers-and-applicators-vegetation,zh-CN,1,农药处理工、喷洒工、施用工、植被职业介绍,true,false
pesticide-handlers-sprayers-and-applicators-vegetation,zh-CN,2,农药处理工、喷洒工、施用工、植被技能与入行路径,true,false
pesticide-handlers-sprayers-and-applicators-vegetation,zh-CN,3,农药处理工、喷洒工、施用工、植被AI 影响与职业匹配,true,false
pesticide-handlers-sprayers-and-applicators-vegetation,en,1,"Pesticide Handlers, Sprayers, And Applicators, Vegetation career overview",true,false
pesticide-handlers-sprayers-and-applicators-vegetation,en,2,"Pesticide Handlers, Sprayers, And Applicators, Vegetation skills and entry path",true,false
pesticide-handlers-sprayers-and-applicators-vegetation,en,3,"Pesticide Handlers, Sprayers, And Applicators, Vegetation AI impact and fit",true,false
petroleum-engineers,zh-CN,1,石油工程师职业介绍,true,false
petroleum-engineers,zh-CN,2,石油工程师技能与入行路径,true,false
petroleum-engineers,zh-CN,3,石油工程师AI 影响与职业匹配,true,false
petroleum-engineers,en,1,Petroleum Engineers career overview,true,false
petroleum-engineers,en,2,Petroleum Engineers skills and entry path,true,false
petroleum-engineers,en,3,Petroleum Engineers AI impact and fit,true,false
petroleum-pump-system-operators-refinery-operators-and-gaugers,zh-CN,1,操作员职业介绍,true,false
petroleum-pump-system-operators-refinery-operators-and-gaugers,zh-CN,2,操作员技能与入行路径,true,false
petroleum-pump-system-operators-refinery-operators-and-gaugers,zh-CN,3,操作员AI 影响与职业匹配,true,false
petroleum-pump-system-operators-refinery-operators-and-gaugers,en,1,"Petroleum Pump System Operators, Refinery Operators, And Gaugers career overview",true,false
petroleum-pump-system-operators-refinery-operators-and-gaugers,en,2,"Petroleum Pump System Operators, Refinery Operators, And Gaugers skills and entry path",true,false
petroleum-pump-system-operators-refinery-operators-and-gaugers,en,3,"Petroleum Pump System Operators, Refinery Operators, And Gaugers AI impact and fit",true,false
pharmacists,zh-CN,1,药剂师职业诊断职业介绍,true,false
pharmacists,zh-CN,2,药剂师职业诊断技能与入行路径,true,false
pharmacists,zh-CN,3,药剂师职业诊断AI 影响与职业匹配,true,false
pharmacists,en,1,Pharmacists career overview,true,false
pharmacists,en,2,Pharmacists skills and entry path,true,false
pharmacists,en,3,Pharmacists AI impact and fit,true,false
pharmacy-aides,zh-CN,1,药房助理职业介绍,true,false
pharmacy-aides,zh-CN,2,药房助理技能与入行路径,true,false
pharmacy-aides,zh-CN,3,药房助理AI 影响与职业匹配,true,false
pharmacy-aides,en,1,Pharmacy Aides career overview,true,false
pharmacy-aides,en,2,Pharmacy Aides skills and entry path,true,false
pharmacy-aides,en,3,Pharmacy Aides AI impact and fit,true,false
pharmacy-technicians,zh-CN,1,药房技术员职业介绍,true,false
pharmacy-technicians,zh-CN,2,药房技术员技能与入行路径,true,false
pharmacy-technicians,zh-CN,3,药房技术员AI 影响与职业匹配,true,false
pharmacy-technicians,en,1,Pharmacy Technicians career overview,true,false
pharmacy-technicians,en,2,Pharmacy Technicians skills and entry path,true,false
pharmacy-technicians,en,3,Pharmacy Technicians AI impact and fit,true,false
philosophy-and-religion-teachers-postsecondary,zh-CN,1,教师、高等教育职业介绍,true,false
philosophy-and-religion-teachers-postsecondary,zh-CN,2,教师、高等教育技能与入行路径,true,false
philosophy-and-religion-teachers-postsecondary,zh-CN,3,教师、高等教育AI 影响与职业匹配,true,false
philosophy-and-religion-teachers-postsecondary,en,1,"Philosophy And Religion Teachers, Postsecondary career overview",true,false
philosophy-and-religion-teachers-postsecondary,en,2,"Philosophy And Religion Teachers, Postsecondary skills and entry path",true,false
philosophy-and-religion-teachers-postsecondary,en,3,"Philosophy And Religion Teachers, Postsecondary AI impact and fit",true,false
phlebotomists,zh-CN,1,采血技师职业介绍,true,false
phlebotomists,zh-CN,2,采血技师技能与入行路径,true,false
phlebotomists,zh-CN,3,采血技师AI 影响与职业匹配,true,false
phlebotomists,en,1,Phlebotomists career overview,true,false
phlebotomists,en,2,Phlebotomists skills and entry path,true,false
phlebotomists,en,3,Phlebotomists AI impact and fit,true,false
photographers,zh-CN,1,摄影师职业介绍,true,false
photographers,zh-CN,2,摄影师技能与入行路径,true,false
photographers,zh-CN,3,摄影师AI 影响与职业匹配,true,false
photographers,en,1,Photographers career overview,true,false
photographers,en,2,Photographers skills and entry path,true,false
photographers,en,3,Photographers AI impact and fit,true,false
photographic-process-workers-and-processing-machine-operators,zh-CN,1,操作员工人职业介绍,true,false
photographic-process-workers-and-processing-machine-operators,zh-CN,2,操作员工人技能与入行路径,true,false
photographic-process-workers-and-processing-machine-operators,zh-CN,3,操作员工人AI 影响与职业匹配,true,false
photographic-process-workers-and-processing-machine-operators,en,1,Photographic Process Workers And Processing Machine Operators career overview,true,false
photographic-process-workers-and-processing-machine-operators,en,2,Photographic Process Workers And Processing Machine Operators skills and entry path,true,false
photographic-process-workers-and-processing-machine-operators,en,3,Photographic Process Workers And Processing Machine Operators AI impact and fit,true,false
photonics-engineers,zh-CN,1,工程师职业介绍,true,false
photonics-engineers,zh-CN,2,工程师技能与入行路径,true,false
photonics-engineers,zh-CN,3,工程师AI 影响与职业匹配,true,false
photonics-engineers,en,1,Photonics Engineers career overview,true,false
photonics-engineers,en,2,Photonics Engineers skills and entry path,true,false
photonics-engineers,en,3,Photonics Engineers AI impact and fit,true,false
photonics-technicians,zh-CN,1,光子学技术员职业介绍,true,false
photonics-technicians,zh-CN,2,光子学技术员技能与入行路径,true,false
photonics-technicians,zh-CN,3,光子学技术员AI 影响与职业匹配,true,false
photonics-technicians,en,1,Photonics Technicians career overview,true,false
photonics-technicians,en,2,Photonics Technicians skills and entry path,true,false
photonics-technicians,en,3,Photonics Technicians AI impact and fit,true,false
physical-medicine-and-rehabilitation-physicians,zh-CN,1,物理医学与康复医师职业介绍,true,false
physical-medicine-and-rehabilitation-physicians,zh-CN,2,物理医学与康复医师技能与入行路径,true,false
physical-medicine-and-rehabilitation-physicians,zh-CN,3,物理医学与康复医师AI 影响与职业匹配,true,false
physical-medicine-and-rehabilitation-physicians,en,1,Physical Medicine And Rehabilitation Physicians career overview,true,false
physical-medicine-and-rehabilitation-physicians,en,2,Physical Medicine And Rehabilitation Physicians skills and entry path,true,false
physical-medicine-and-rehabilitation-physicians,en,3,Physical Medicine And Rehabilitation Physicians AI impact and fit,true,false
physical-therapist-assistants,zh-CN,1,物理治疗师助理职业介绍,true,false
physical-therapist-assistants,zh-CN,2,物理治疗师助理技能与入行路径,true,false
physical-therapist-assistants,zh-CN,3,物理治疗师助理AI 影响与职业匹配,true,false
physical-therapist-assistants,en,1,Physical Therapist Assistants career overview,true,false
physical-therapist-assistants,en,2,Physical Therapist Assistants skills and entry path,true,false
physical-therapist-assistants,en,3,Physical Therapist Assistants AI impact and fit,true,false
physical-therapist-assistants-and-aides,zh-CN,1,物理治疗助理与助手职业介绍,true,false
physical-therapist-assistants-and-aides,zh-CN,2,物理治疗助理与助手技能与入行路径,true,false
physical-therapist-assistants-and-aides,zh-CN,3,物理治疗助理与助手AI 影响与职业匹配,true,false
physical-therapist-assistants-and-aides,en,1,Physical Therapist Assistants And Aides career overview,true,false
physical-therapist-assistants-and-aides,en,2,Physical Therapist Assistants And Aides skills and entry path,true,false
physical-therapist-assistants-and-aides,en,3,Physical Therapist Assistants And Aides AI impact and fit,true,false
physical-therapists,zh-CN,1,物理治疗师职业介绍,true,false
physical-therapists,zh-CN,2,物理治疗师技能与入行路径,true,false
physical-therapists,zh-CN,3,物理治疗师AI 影响与职业匹配,true,false
physical-therapists,en,1,Physical Therapists career overview,true,false
physical-therapists,en,2,Physical Therapists skills and entry path,true,false
physical-therapists,en,3,Physical Therapists AI impact and fit,true,false
physician-assistants,zh-CN,1,医师助理职业介绍,true,false
physician-assistants,zh-CN,2,医师助理技能与入行路径,true,false
physician-assistants,zh-CN,3,医师助理AI 影响与职业匹配,true,false
physician-assistants,en,1,Physician Assistants career overview,true,false
physician-assistants,en,2,Physician Assistants skills and entry path,true,false
physician-assistants,en,3,Physician Assistants AI impact and fit,true,false
physicians-and-surgeons,zh-CN,1,其他医师职业介绍,true,false
physicians-and-surgeons,zh-CN,2,其他医师技能与入行路径,true,false
physicians-and-surgeons,zh-CN,3,其他医师AI 影响与职业匹配,true,false
physicians-and-surgeons,en,1,"Physicians, All Other career overview",true,false
physicians-and-surgeons,en,2,"Physicians, All Other skills and entry path",true,false
physicians-and-surgeons,en,3,"Physicians, All Other AI impact and fit",true,false
physicians-pathologists,zh-CN,1,医师、病理医师职业介绍,true,false
physicians-pathologists,zh-CN,2,医师、病理医师技能与入行路径,true,false
physicians-pathologists,zh-CN,3,医师、病理医师AI 影响与职业匹配,true,false
physicians-pathologists,en,1,"Physicians, Pathologists career overview",true,false
physicians-pathologists,en,2,"Physicians, Pathologists skills and entry path",true,false
physicians-pathologists,en,3,"Physicians, Pathologists AI impact and fit",true,false
physicists,zh-CN,1,物理学家职业介绍,true,false
physicists,zh-CN,2,物理学家技能与入行路径,true,false
physicists,zh-CN,3,物理学家AI 影响与职业匹配,true,false
physicists,en,1,Physicists career overview,true,false
physicists,en,2,Physicists skills and entry path,true,false
physicists,en,3,Physicists AI impact and fit,true,false
physicists-and-astronomers,zh-CN,1,物理学家职业介绍,true,false
physicists-and-astronomers,zh-CN,2,物理学家技能与入行路径,true,false
physicists-and-astronomers,zh-CN,3,物理学家AI 影响与职业匹配,true,false
physicists-and-astronomers,en,1,Physicists career overview,true,false
physicists-and-astronomers,en,2,Physicists skills and entry path,true,false
physicists-and-astronomers,en,3,Physicists AI impact and fit,true,false
physics-teachers-postsecondary,zh-CN,1,高校物理教师职业介绍,true,false
physics-teachers-postsecondary,zh-CN,2,高校物理教师技能与入行路径,true,false
physics-teachers-postsecondary,zh-CN,3,高校物理教师AI 影响与职业匹配,true,false
physics-teachers-postsecondary,en,1,"Physics Teachers, Postsecondary career overview",true,false
physics-teachers-postsecondary,en,2,"Physics Teachers, Postsecondary skills and entry path",true,false
physics-teachers-postsecondary,en,3,"Physics Teachers, Postsecondary AI impact and fit",true,false
pile-driver-operators,zh-CN,1,打桩机操作员职业介绍,true,false
pile-driver-operators,zh-CN,2,打桩机操作员技能与入行路径,true,false
pile-driver-operators,zh-CN,3,打桩机操作员AI 影响与职业匹配,true,false
pile-driver-operators,en,1,Pile Driver Operators career overview,true,false
pile-driver-operators,en,2,Pile Driver Operators skills and entry path,true,false
pile-driver-operators,en,3,Pile Driver Operators AI impact and fit,true,false
pipelayers,zh-CN,1,管道铺设工职业介绍,true,false
pipelayers,zh-CN,2,管道铺设工技能与入行路径,true,false
pipelayers,zh-CN,3,管道铺设工AI 影响与职业匹配,true,false
pipelayers,en,1,Pipelayers career overview,true,false
pipelayers,en,2,Pipelayers skills and entry path,true,false
pipelayers,en,3,Pipelayers AI impact and fit,true,false
plasterers-and-stucco-masons,zh-CN,1,抹灰工灰泥泥瓦工职业介绍,true,false
plasterers-and-stucco-masons,zh-CN,2,抹灰工灰泥泥瓦工技能与入行路径,true,false
plasterers-and-stucco-masons,zh-CN,3,抹灰工灰泥泥瓦工AI 影响与职业匹配,true,false
plasterers-and-stucco-masons,en,1,Plasterers And Stucco Masons career overview,true,false
plasterers-and-stucco-masons,en,2,Plasterers And Stucco Masons skills and entry path,true,false
plasterers-and-stucco-masons,en,3,Plasterers And Stucco Masons AI impact and fit,true,false
plating-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,1,机器铺设工、操作员、看护员、金属塑料职业介绍,true,false
plating-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,2,机器铺设工、操作员、看护员、金属塑料技能与入行路径,true,false
plating-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,3,机器铺设工、操作员、看护员、金属塑料AI 影响与职业匹配,true,false
plating-machine-setters-operators-and-tenders-metal-and-plastic,en,1,"Plating Machine Setters, Operators, And Tenders, Metal And Plastic career overview",true,false
plating-machine-setters-operators-and-tenders-metal-and-plastic,en,2,"Plating Machine Setters, Operators, And Tenders, Metal And Plastic skills and entry path",true,false
plating-machine-setters-operators-and-tenders-metal-and-plastic,en,3,"Plating Machine Setters, Operators, And Tenders, Metal And Plastic AI impact and fit",true,false
plumbers-pipefitters-and-steamfitters,zh-CN,1,管道工、配管工与蒸汽管安装工职业介绍,true,false
plumbers-pipefitters-and-steamfitters,zh-CN,2,管道工、配管工与蒸汽管安装工技能与入行路径,true,false
plumbers-pipefitters-and-steamfitters,zh-CN,3,管道工、配管工与蒸汽管安装工AI 影响与职业匹配,true,false
plumbers-pipefitters-and-steamfitters,en,1,"Plumbers, Pipefitters, And Steamfitters career overview",true,false
plumbers-pipefitters-and-steamfitters,en,2,"Plumbers, Pipefitters, And Steamfitters skills and entry path",true,false
plumbers-pipefitters-and-steamfitters,en,3,"Plumbers, Pipefitters, And Steamfitters AI impact and fit",true,false
podiatrists,zh-CN,1,足病医生职业介绍,true,false
podiatrists,zh-CN,2,足病医生技能与入行路径,true,false
podiatrists,zh-CN,3,足病医生AI 影响与职业匹配,true,false
podiatrists,en,1,Podiatrists career overview,true,false
podiatrists,en,2,Podiatrists skills and entry path,true,false
podiatrists,en,3,Podiatrists AI impact and fit,true,false
poets-lyricists-and-creative-writers,zh-CN,1,诗人、作词人创意写作者职业介绍,true,false
poets-lyricists-and-creative-writers,zh-CN,2,诗人、作词人创意写作者技能与入行路径,true,false
poets-lyricists-and-creative-writers,zh-CN,3,诗人、作词人创意写作者AI 影响与职业匹配,true,false
poets-lyricists-and-creative-writers,en,1,"Poets, Lyricists And Creative Writers career overview",true,false
poets-lyricists-and-creative-writers,en,2,"Poets, Lyricists And Creative Writers skills and entry path",true,false
poets-lyricists-and-creative-writers,en,3,"Poets, Lyricists And Creative Writers AI impact and fit",true,false
police-and-detectives,zh-CN,1,警察与巡逻警官职业介绍,true,false
police-and-detectives,zh-CN,2,警察与巡逻警官技能与入行路径,true,false
police-and-detectives,zh-CN,3,警察与巡逻警官AI 影响与职业匹配,true,false
police-and-detectives,en,1,Police And Sheriff's Patrol Officers career overview,true,false
police-and-detectives,en,2,Police And Sheriff's Patrol Officers skills and entry path,true,false
police-and-detectives,en,3,Police And Sheriff's Patrol Officers AI impact and fit,true,false
police-and-sheriff-s-patrol-officers,zh-CN,1,警察官职业介绍,true,false
police-and-sheriff-s-patrol-officers,zh-CN,2,警察官技能与入行路径,true,false
police-and-sheriff-s-patrol-officers,zh-CN,3,警察官AI 影响与职业匹配,true,false
police-and-sheriff-s-patrol-officers,en,1,Police And Sheriff's Patrol Officers career overview,true,false
police-and-sheriff-s-patrol-officers,en,2,Police And Sheriff's Patrol Officers skills and entry path,true,false
police-and-sheriff-s-patrol-officers,en,3,Police And Sheriff's Patrol Officers AI impact and fit,true,false
police-identification-and-records-officers,zh-CN,1,警察官职业介绍,true,false
police-identification-and-records-officers,zh-CN,2,警察官技能与入行路径,true,false
police-identification-and-records-officers,zh-CN,3,警察官AI 影响与职业匹配,true,false
police-identification-and-records-officers,en,1,Police Identification And Records Officers career overview,true,false
police-identification-and-records-officers,en,2,Police Identification And Records Officers skills and entry path,true,false
police-identification-and-records-officers,en,3,Police Identification And Records Officers AI impact and fit,true,false
political-science-teachers-postsecondary,zh-CN,1,高校政治学教师职业介绍,true,false
political-science-teachers-postsecondary,zh-CN,2,高校政治学教师技能与入行路径,true,false
political-science-teachers-postsecondary,zh-CN,3,高校政治学教师AI 影响与职业匹配,true,false
political-science-teachers-postsecondary,en,1,"Political Science Teachers, Postsecondary career overview",true,false
political-science-teachers-postsecondary,en,2,"Political Science Teachers, Postsecondary skills and entry path",true,false
political-science-teachers-postsecondary,en,3,"Political Science Teachers, Postsecondary AI impact and fit",true,false
political-scientists,zh-CN,1,政治学家职业介绍,true,false
political-scientists,zh-CN,2,政治学家技能与入行路径,true,false
political-scientists,zh-CN,3,政治学家AI 影响与职业匹配,true,false
political-scientists,en,1,Political Scientists career overview,true,false
political-scientists,en,2,Political Scientists skills and entry path,true,false
political-scientists,en,3,Political Scientists AI impact and fit,true,false
postal-service-clerks,zh-CN,1,邮政服务文员职业介绍,true,false
postal-service-clerks,zh-CN,2,邮政服务文员技能与入行路径,true,false
postal-service-clerks,zh-CN,3,邮政服务文员AI 影响与职业匹配,true,false
postal-service-clerks,en,1,Postal Service Clerks career overview,true,false
postal-service-clerks,en,2,Postal Service Clerks skills and entry path,true,false
postal-service-clerks,en,3,Postal Service Clerks AI impact and fit,true,false
postal-service-mail-carriers,zh-CN,1,邮政服务邮件投递员职业介绍,true,false
postal-service-mail-carriers,zh-CN,2,邮政服务邮件投递员技能与入行路径,true,false
postal-service-mail-carriers,zh-CN,3,邮政服务邮件投递员AI 影响与职业匹配,true,false
postal-service-mail-carriers,en,1,Postal Service Mail Carriers career overview,true,false
postal-service-mail-carriers,en,2,Postal Service Mail Carriers skills and entry path,true,false
postal-service-mail-carriers,en,3,Postal Service Mail Carriers AI impact and fit,true,false
postal-service-mail-sorters-processors-and-processing-machine-operators,zh-CN,1,邮政服务邮件分拣员、处理员、机器操作员职业介绍,true,false
postal-service-mail-sorters-processors-and-processing-machine-operators,zh-CN,2,邮政服务邮件分拣员、处理员、机器操作员技能与入行路径,true,false
postal-service-mail-sorters-processors-and-processing-machine-operators,zh-CN,3,邮政服务邮件分拣员、处理员、机器操作员AI 影响与职业匹配,true,false
postal-service-mail-sorters-processors-and-processing-machine-operators,en,1,"Postal Service Mail Sorters, Processors, And Processing Machine Operators career overview",true,false
postal-service-mail-sorters-processors-and-processing-machine-operators,en,2,"Postal Service Mail Sorters, Processors, And Processing Machine Operators skills and entry path",true,false
postal-service-mail-sorters-processors-and-processing-machine-operators,en,3,"Postal Service Mail Sorters, Processors, And Processing Machine Operators AI impact and fit",true,false
