seed_ordinal,slug,locale,title_en,title_zh,primary_detected_intent,secondary_detected_intents,what-is,salary,career-path,skills,AI-impact,fit,adjacent,education,certification,page_status,api_status,h1,title,description_present,faq_signal_count,source_signal_count
852,refractory-materials-repairers-except-brickmasons,en,"Refractory Materials Repairers, Except Brickmasons",耐火材料、砌砖工,AI-impact,,false,false,false,false,true,false,false,false,false,404,500,,Unavailable page | FermatMind,true,0,1
853,refuse-and-recyclable-material-collectors,zh-CN,Refuse And Recyclable Material Collectors,可回收材料收集员,AI-impact,,false,false,false,false,true,false,false,false,false,404,502,,Unavailable page | FermatMind,true,0,1
853,refuse-and-recyclable-material-collectors,en,Refuse And Recyclable Material Collectors,可回收材料收集员,AI-impact,,false,false,false,false,true,false,false,false,false,404,502,,Unavailable page | FermatMind,true,0,1
854,registered-nurses,zh-CN,Registered nurses,注册护士,AI-impact,,false,false,false,false,true,false,false,false,false,404,502,,Unavailable page | FermatMind,true,0,1
854,registered-nurses,en,Registered nurses,注册护士,AI-impact,,false,false,false,false,true,false,false,false,false,404,502,,Unavailable page | FermatMind,true,0,1
855,regulatory-affairs-managers,zh-CN,Regulatory Affairs Managers,法规事务经理,AI-impact,,false,false,false,false,true,false,false,false,false,404,500,,Unavailable page | FermatMind,true,0,1
855,regulatory-affairs-managers,en,Regulatory Affairs Managers,法规事务经理,AI-impact,,false,false,false,false,true,false,false,false,false,404,0,,Unavailable page | FermatMind,true,0,1
856,regulatory-affairs-specialists,zh-CN,Regulatory Affairs Specialists,法规事务专员,AI-impact,,false,false,false,false,true,false,false,false,false,404,0,,Unavailable page | FermatMind,true,0,1
856,regulatory-affairs-specialists,en,Regulatory Affairs Specialists,法规事务专员,AI-impact,,false,false,false,false,true,false,false,false,false,404,0,,Unavailable page | FermatMind,true,0,1
857,rehabilitation-counselors,zh-CN,Rehabilitation Counselors,康复咨询师,AI-impact,,false,false,false,false,true,false,false,false,false,404,502,,Unavailable page | FermatMind,true,0,1
857,rehabilitation-counselors,en,Rehabilitation Counselors,康复咨询师,AI-impact,,false,false,false,false,true,false,false,false,false,404,502,,Unavailable page | FermatMind,true,0,1
858,reinforcing-iron-and-rebar-workers,zh-CN,Reinforcing Iron And Rebar Workers,工人,AI-impact,,false,false,false,false,true,false,false,false,false,404,500,,Unavailable page | FermatMind,true,0,1
858,reinforcing-iron-and-rebar-workers,en,Reinforcing Iron And Rebar Workers,工人,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,0,Reinforcing Iron And Rebar Workers,Reinforcing Iron And Rebar Workers | FermatMind,true,12,8
859,remote-sensing-scientists-and-technologists,zh-CN,Remote Sensing Scientists And Technologists,遥感科学家与遥感技术专家,AI-impact,,false,false,false,false,true,false,false,false,false,404,500,,Unavailable page | FermatMind,true,0,1
859,remote-sensing-scientists-and-technologists,en,Remote Sensing Scientists And Technologists,遥感科学家与遥感技术专家,AI-impact,,false,false,false,false,true,false,false,false,false,404,0,,Unavailable page | FermatMind,true,0,1
860,remote-sensing-technicians,zh-CN,Remote Sensing Technicians,遥感技术员,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
860,remote-sensing-technicians,en,Remote Sensing Technicians,遥感技术员,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
861,reservation-and-transportation-ticket-agents-and-travel-clerks,zh-CN,Reservation And Transportation Ticket Agents And Travel Clerks,运输票务旅行文员,AI-impact,,false,false,false,false,true,false,false,false,false,404,0,,Unavailable page | FermatMind,true,0,1
861,reservation-and-transportation-ticket-agents-and-travel-clerks,en,Reservation And Transportation Ticket Agents And Travel Clerks,运输票务旅行文员,AI-impact,,false,false,false,false,true,false,false,false,false,404,500,,Unavailable page | FermatMind,true,0,1
862,residential-advisors,zh-CN,Residential Advisors,住宿顾问,AI-impact,,false,false,false,false,true,false,false,false,false,404,500,,Unavailable page | FermatMind,true,0,1
862,residential-advisors,en,Residential Advisors,住宿顾问,AI-impact,,false,false,false,false,true,false,false,false,false,404,500,,Unavailable page | FermatMind,true,0,1
863,respiratory-therapists,zh-CN,Respiratory Therapists,呼吸治疗师,AI-impact,,false,false,false,false,true,false,false,false,false,404,0,,Unavailable page | FermatMind,true,0,1
863,respiratory-therapists,en,Respiratory Therapists,呼吸治疗师,AI-impact,,false,false,false,false,true,false,false,false,false,404,0,,Unavailable page | FermatMind,true,0,1
864,retail-loss-prevention-specialists,zh-CN,Retail Loss Prevention Specialists,零售专员,AI-impact,,false,false,false,false,true,false,false,false,false,404,0,,Unavailable page | FermatMind,true,0,1
864,retail-loss-prevention-specialists,en,Retail Loss Prevention Specialists,零售专员,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
865,retail-sales-workers,zh-CN,Retail Sales Workers,零售销售人员,AI-impact,,false,false,false,false,true,false,false,false,false,404,500,,Unavailable page | FermatMind,true,0,1
865,retail-sales-workers,en,Retail Sales Workers,零售销售人员,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
866,retail-salespersons,zh-CN,Retail Salespersons,零售销售员,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
866,retail-salespersons,en,Retail Salespersons,零售销售员,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
867,riggers,zh-CN,Riggers,索具工,AI-impact,,false,false,false,false,true,false,false,false,false,404,500,,Unavailable page | FermatMind,true,0,1
867,riggers,en,Riggers,索具工,AI-impact,,false,false,false,false,true,false,false,false,false,404,500,,Unavailable page | FermatMind,true,0,1
868,robotics-engineers,zh-CN,Robotics Engineers,工程师,AI-impact,,false,false,false,false,true,false,false,false,false,404,500,,Unavailable page | FermatMind,true,0,1
868,robotics-engineers,en,Robotics Engineers,工程师,AI-impact,,false,false,false,false,true,false,false,false,false,404,500,,Unavailable page | FermatMind,true,0,1
869,robotics-technicians,zh-CN,Robotics Technicians,机器人技术员,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
869,robotics-technicians,en,Robotics Technicians,机器人技术员,what-is,,false,false,false,false,false,false,false,false,false,0,500,,,false,0,0
870,rock-splitters-quarry,zh-CN,"Rock Splitters, Quarry",岩石劈裂工、采石场,AI-impact,,false,false,false,false,true,false,false,false,false,404,500,,Unavailable page | FermatMind,true,0,1
870,rock-splitters-quarry,en,"Rock Splitters, Quarry",岩石劈裂工、采石场,AI-impact,,false,false,false,false,true,false,false,false,false,404,0,,Unavailable page | FermatMind,true,0,1
871,rolling-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,"Rolling Machine Setters, Operators, And Tenders, Metal And Plastic",机器铺设工、操作员、看护员、金属塑料,AI-impact,,false,false,false,false,true,false,false,false,false,404,0,,Unavailable page | FermatMind,true,0,1
871,rolling-machine-setters-operators-and-tenders-metal-and-plastic,en,"Rolling Machine Setters, Operators, And Tenders, Metal And Plastic",机器铺设工、操作员、看护员、金属塑料,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
872,roof-bolters-mining,zh-CN,"Roof Bolters, Mining",矿山顶板锚杆工,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
872,roof-bolters-mining,en,"Roof Bolters, Mining",矿山顶板锚杆工,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
873,roofers,zh-CN,Roofers,屋面工,AI-impact,,false,false,false,false,true,false,false,false,false,404,500,,Unavailable page | FermatMind,true,0,1
873,roofers,en,Roofers,屋面工,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
874,rotary-drill-operators-oil-and-gas,zh-CN,"Rotary Drill Operators, Oil And Gas",操作员、石油天然气,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
874,rotary-drill-operators-oil-and-gas,en,"Rotary Drill Operators, Oil And Gas",操作员、石油天然气,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
875,roustabouts-oil-and-gas,zh-CN,"Roustabouts, Oil And Gas",杂务工、石油天然气,what-is,,false,false,false,false,false,false,false,false,false,0,500,,,false,0,0
875,roustabouts-oil-and-gas,en,"Roustabouts, Oil And Gas",杂务工、石油天然气,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,0,"Roustabouts, Oil And Gas","Roustabouts, Oil And Gas | FermatMind",true,12,8
876,sailors-and-marine-oilers,zh-CN,Sailors And Marine Oilers,水手与船舶机油员,AI-impact,,false,false,false,false,true,false,false,false,false,404,502,,Unavailable page | FermatMind,true,0,1
876,sailors-and-marine-oilers,en,Sailors And Marine Oilers,水手与船舶机油员,what-is,,false,false,false,false,false,false,false,false,false,0,502,,,false,0,0
877,sales-engineers,zh-CN,Sales engineers,销售工程师,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
877,sales-engineers,en,Sales engineers,销售工程师,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
878,sales-managers,zh-CN,Sales Managers,销售经理,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
878,sales-managers,en,Sales Managers,销售经理,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
879,sales-representatives-of-services-except-advertising-insurance-financial-services-and-travel,zh-CN,"Sales Representatives Of Services, Except Advertising, Insurance, Financial Services, And Travel",金融销售,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
879,sales-representatives-of-services-except-advertising-insurance-financial-services-and-travel,en,"Sales Representatives Of Services, Except Advertising, Insurance, Financial Services, And Travel",金融销售,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
880,sales-representatives-wholesale-and-manufacturing-except-technical-and-scientific-products,zh-CN,"Sales Representatives, Wholesale And Manufacturing, Except Technical And Scientific Products",销售代表、批发制造、产品,what-is,,false,false,false,false,false,false,false,false,false,0,500,,,false,0,0
880,sales-representatives-wholesale-and-manufacturing-except-technical-and-scientific-products,en,"Sales Representatives, Wholesale And Manufacturing, Except Technical And Scientific Products",销售代表、批发制造、产品,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
881,sales-representatives-wholesale-and-manufacturing-technical-and-scientific-products,zh-CN,"Sales Representatives, Wholesale And Manufacturing, Technical And Scientific Products",销售代表、批发制造、产品,AI-impact,,false,false,false,false,true,false,false,false,false,404,0,,Unavailable page | FermatMind,true,0,1
881,sales-representatives-wholesale-and-manufacturing-technical-and-scientific-products,en,"Sales Representatives, Wholesale And Manufacturing, Technical And Scientific Products",销售代表、批发制造、产品,AI-impact,,false,false,false,false,true,false,false,false,false,404,500,,Unavailable page | FermatMind,true,0,1
882,sawing-machine-setters-operators-and-tenders-wood,zh-CN,"Sawing Machine Setters, Operators, And Tenders, Wood",机器铺设工、操作员、看护员、木材,AI-impact,,false,false,false,false,true,false,false,false,false,404,500,,Unavailable page | FermatMind,true,0,1
882,sawing-machine-setters-operators-and-tenders-wood,en,"Sawing Machine Setters, Operators, And Tenders, Wood",机器铺设工、操作员、看护员、木材,AI-impact,,false,false,false,false,true,false,false,false,false,404,502,,Unavailable page | FermatMind,true,0,1
883,school-and-career-counselors,zh-CN,School And Career Counselors And Advisors,学校与职业咨询顾问,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
883,school-and-career-counselors,en,School And Career Counselors And Advisors,学校与职业咨询顾问,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
884,school-bus-monitors,zh-CN,School Bus Monitors,校车监督员,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
884,school-bus-monitors,en,School Bus Monitors,校车监督员,AI-impact,,false,false,false,false,true,false,false,false,false,404,0,,Unavailable page | FermatMind,true,0,1
885,school-psychologists,zh-CN,School Psychologists,学校心理学家,AI-impact,,false,false,false,false,true,false,false,false,false,404,0,,Unavailable page | FermatMind,true,0,1
885,school-psychologists,en,School Psychologists,学校心理学家,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
886,search-marketing-strategists,zh-CN,Search Marketing Strategists,搜索营销策略师,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
886,search-marketing-strategists,en,Search Marketing Strategists,搜索营销策略师,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
887,secondary-school-teachers-except-special-and-career-technical-education,zh-CN,"Secondary School Teachers, Except Special And Career/Technical Education",教育教师,what-is,,false,false,false,false,false,false,false,false,false,0,500,,,false,0,0
887,secondary-school-teachers-except-special-and-career-technical-education,en,"Secondary School Teachers, Except Special And Career/Technical Education",教育教师,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
888,secretaries-and-administrative-assistants,zh-CN,Secretaries And Administrative Assistants,秘书与行政助理,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
888,secretaries-and-administrative-assistants,en,Secretaries And Administrative Assistants,秘书与行政助理,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
889,secretaries-and-administrative-assistants-except-legal-medical-and-executive,zh-CN,"Secretaries And Administrative Assistants, Except Legal, Medical, And Executive",助理法律,AI-impact,,false,false,false,false,true,false,false,false,false,404,0,,Unavailable page | FermatMind,true,0,1
889,secretaries-and-administrative-assistants-except-legal-medical-and-executive,en,"Secretaries And Administrative Assistants, Except Legal, Medical, And Executive",助理法律,AI-impact,,false,false,false,false,true,false,false,false,false,404,0,,Unavailable page | FermatMind,true,0,1
890,securities-commodities-and-financial-services-sales-agents,zh-CN,"Securities, Commodities, And Financial Services Sales Agents",证券、商品与金融服务销售代理,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
890,securities-commodities-and-financial-services-sales-agents,en,"Securities, Commodities, And Financial Services Sales Agents",证券、商品与金融服务销售代理,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
891,security-and-fire-alarm-systems-installers,zh-CN,Security And Fire Alarm Systems Installers,安全消防系统安装工,AI-impact,,false,false,false,false,true,false,false,false,false,404,500,,Unavailable page | FermatMind,true,0,1
891,security-and-fire-alarm-systems-installers,en,Security And Fire Alarm Systems Installers,安全消防系统安装工,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
892,security-guards,zh-CN,Security Guards,安全警卫,AI-impact,,false,false,false,false,true,false,false,false,false,404,502,,Unavailable page | FermatMind,true,0,1
892,security-guards,en,Security Guards,安全警卫,AI-impact,,false,false,false,false,true,false,false,false,false,404,0,,Unavailable page | FermatMind,true,0,1
893,security-management-specialists,zh-CN,Security Management Specialists,安全管理专员,AI-impact,,false,false,false,false,true,false,false,false,false,404,502,,Unavailable page | FermatMind,true,0,1
893,security-management-specialists,en,Security Management Specialists,安全管理专员,AI-impact,,false,false,false,false,true,false,false,false,false,404,500,,Unavailable page | FermatMind,true,0,1
894,security-managers,zh-CN,Security Managers,安全经理,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
894,security-managers,en,Security Managers,安全经理,AI-impact,,false,false,false,false,true,false,false,false,false,404,502,,Unavailable page | FermatMind,true,0,1
895,segmental-pavers,zh-CN,Segmental Pavers,块状铺路工,AI-impact,,false,false,false,false,true,false,false,false,false,404,0,,Unavailable page | FermatMind,true,0,1
895,segmental-pavers,en,Segmental Pavers,块状铺路工,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
896,self-enrichment-teachers,zh-CN,Self Enrichment Teachers,自我提升课程教师,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
896,self-enrichment-teachers,en,Self Enrichment Teachers,自我提升课程教师,AI-impact,,false,false,false,false,true,false,false,false,false,404,0,,Unavailable page | FermatMind,true,0,1
897,semiconductor-processing-technicians,zh-CN,Semiconductor Processing Technicians,半导体加工技术员,AI-impact,,false,false,false,false,true,false,false,false,false,404,500,,Unavailable page | FermatMind,true,0,1
897,semiconductor-processing-technicians,en,Semiconductor Processing Technicians,半导体加工技术员,AI-impact,,false,false,false,false,true,false,false,false,false,404,500,,Unavailable page | FermatMind,true,0,1
898,separating-filtering-clarifying-precipitating-and-still-machine-setters-operators-and-tenders,zh-CN,"Separating, Filtering, Clarifying, Precipitating, And Still Machine Setters, Operators, And Tenders",机器铺设工、操作员、看护员,AI-impact,,false,false,false,false,true,false,false,false,false,404,0,,Unavailable page | FermatMind,true,0,1
898,separating-filtering-clarifying-precipitating-and-still-machine-setters-operators-and-tenders,en,"Separating, Filtering, Clarifying, Precipitating, And Still Machine Setters, Operators, And Tenders",机器铺设工、操作员、看护员,AI-impact,,false,false,false,false,true,false,false,false,false,404,500,,Unavailable page | FermatMind,true,0,1
899,septic-tank-servicers-and-sewer-pipe-cleaners,zh-CN,Septic Tank Servicers And Sewer Pipe Cleaners,化粪池维修员下水管道清洁工,AI-impact,,false,false,false,false,true,false,false,false,false,404,500,,Unavailable page | FermatMind,true,0,1
899,septic-tank-servicers-and-sewer-pipe-cleaners,en,Septic Tank Servicers And Sewer Pipe Cleaners,化粪池维修员下水管道清洁工,AI-impact,,false,false,false,false,true,false,false,false,false,404,500,,Unavailable page | FermatMind,true,0,1
900,service-unit-operators-oil-and-gas,zh-CN,"Service Unit Operators, Oil And Gas",操作员、石油天然气,AI-impact,,false,false,false,false,true,false,false,false,false,404,500,,Unavailable page | FermatMind,true,0,1
900,service-unit-operators-oil-and-gas,en,"Service Unit Operators, Oil And Gas",操作员、石油天然气,AI-impact,,false,false,false,false,true,false,false,false,false,404,500,,Unavailable page | FermatMind,true,0,1
901,set-and-exhibit-designers,zh-CN,Set And Exhibit Designers,布景与展陈设计师,AI-impact,,false,false,false,false,true,false,false,false,false,404,0,,Unavailable page | FermatMind,true,0,1
901,set-and-exhibit-designers,en,Set And Exhibit Designers,布景与展陈设计师,AI-impact,,false,false,false,false,true,false,false,false,false,404,502,,Unavailable page | FermatMind,true,0,1
902,sewers-hand,zh-CN,"Sewers, Hand",缝纫工、手工,AI-impact,,false,false,false,false,true,false,false,false,false,404,500,,Unavailable page | FermatMind,true,0,1
902,sewers-hand,en,"Sewers, Hand",缝纫工、手工,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
903,sewing-machine-operators,zh-CN,Sewing Machine Operators,机器操作员,AI-impact,,false,false,false,false,true,false,false,false,false,404,502,,Unavailable page | FermatMind,true,0,1
903,sewing-machine-operators,en,Sewing Machine Operators,机器操作员,AI-impact,,false,false,false,false,true,false,false,false,false,404,0,,Unavailable page | FermatMind,true,0,1
904,shampooers,zh-CN,Shampooers,洗发师,AI-impact,,false,false,false,false,true,false,false,false,false,404,0,,Unavailable page | FermatMind,true,0,1
904,shampooers,en,Shampooers,洗发师,AI-impact,,false,false,false,false,true,false,false,false,false,404,502,,Unavailable page | FermatMind,true,0,1
905,sheet-metal-workers,zh-CN,Sheet Metal Workers,钣金工,AI-impact,,false,false,false,false,true,false,false,false,false,404,500,,Unavailable page | FermatMind,true,0,1
905,sheet-metal-workers,en,Sheet Metal Workers,钣金工,AI-impact,,false,false,false,false,true,false,false,false,false,404,502,,Unavailable page | FermatMind,true,0,1
906,ship-engineers,zh-CN,Ship Engineers,工程师,AI-impact,,false,false,false,false,true,false,false,false,false,404,0,,Unavailable page | FermatMind,true,0,1
906,ship-engineers,en,Ship Engineers,工程师,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
907,shipping-receiving-and-inventory-clerks,zh-CN,"Shipping, Receiving, And Inventory Clerks",发运、收货、库存文员,AI-impact,,false,false,false,false,true,false,false,false,false,404,502,,Unavailable page | FermatMind,true,0,1
907,shipping-receiving-and-inventory-clerks,en,"Shipping, Receiving, And Inventory Clerks",发运、收货、库存文员,what-is,,false,false,false,false,false,false,false,false,false,0,502,,,false,0,0
908,shoe-and-leather-workers-and-repairers,zh-CN,Shoe And Leather Workers And Repairers,工人修理,what-is,,false,false,false,false,false,false,false,false,false,0,500,,,false,0,0
908,shoe-and-leather-workers-and-repairers,en,Shoe And Leather Workers And Repairers,工人修理,AI-impact,,false,false,false,false,true,false,false,false,false,404,0,,Unavailable page | FermatMind,true,0,1
909,shoe-machine-operators-and-tenders,zh-CN,Shoe Machine Operators And Tenders,机器操作员看护员,AI-impact,,false,false,false,false,true,false,false,false,false,404,500,,Unavailable page | FermatMind,true,0,1
909,shoe-machine-operators-and-tenders,en,Shoe Machine Operators And Tenders,机器操作员看护员,AI-impact,,false,false,false,false,true,false,false,false,false,404,0,,Unavailable page | FermatMind,true,0,1
910,shuttle-drivers-and-chauffeurs,zh-CN,Shuttle Drivers And Chauffeurs,穿梭车司机专车司机,AI-impact,,false,false,false,false,true,false,false,false,false,404,500,,Unavailable page | FermatMind,true,0,1
910,shuttle-drivers-and-chauffeurs,en,Shuttle Drivers And Chauffeurs,穿梭车司机专车司机,AI-impact,,false,false,false,false,true,false,false,false,false,404,500,,Unavailable page | FermatMind,true,0,1
911,signal-and-track-switch-repairers,zh-CN,Signal And Track Switch Repairers,信号与轨道道岔,AI-impact,,false,false,false,false,true,false,false,false,false,404,0,,Unavailable page | FermatMind,true,0,1
911,signal-and-track-switch-repairers,en,Signal And Track Switch Repairers,信号与轨道道岔,AI-impact,,false,false,false,false,true,false,false,false,false,404,0,,Unavailable page | FermatMind,true,0,1
912,skincare-specialists,zh-CN,Skincare Specialists,护肤专员,AI-impact,,false,false,false,false,true,false,false,false,false,404,0,,Unavailable page | FermatMind,true,0,1
912,skincare-specialists,en,Skincare Specialists,护肤专员,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
913,slaughterers-and-meat-packers,zh-CN,Slaughterers And Meat Packers,屠宰与肉类包装工,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
913,slaughterers-and-meat-packers,en,Slaughterers And Meat Packers,屠宰与肉类包装工,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
914,small-engine-mechanics,zh-CN,Outdoor Power Equipment And Other Small Engine Mechanics,户外动力设备与小型发动机机械师,AI-impact,,false,false,false,false,true,false,false,false,false,404,500,,Unavailable page | FermatMind,true,0,1
914,small-engine-mechanics,en,Outdoor Power Equipment And Other Small Engine Mechanics,户外动力设备与小型发动机机械师,AI-impact,,false,false,false,false,true,false,false,false,false,404,0,,Unavailable page | FermatMind,true,0,1
915,social-and-community-service-managers,zh-CN,Social And Community Service Managers,社会与社区服务经理,AI-impact,,false,false,false,false,true,false,false,false,false,404,0,,Unavailable page | FermatMind,true,0,1
915,social-and-community-service-managers,en,Social And Community Service Managers,社会与社区服务经理,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
916,social-and-human-service-assistants,zh-CN,Social And Human Service Assistants,社会与人类服务助理,AI-impact,,false,false,false,false,true,false,false,false,false,404,500,,Unavailable page | FermatMind,true,0,1
916,social-and-human-service-assistants,en,Social And Human Service Assistants,社会与人类服务助理,AI-impact,,false,false,false,false,true,false,false,false,false,404,500,,Unavailable page | FermatMind,true,0,1
917,social-science-research-assistants,zh-CN,Social Science Research Assistants,科学助理,AI-impact,,false,false,false,false,true,false,false,false,false,404,500,,Unavailable page | FermatMind,true,0,1
917,social-science-research-assistants,en,Social Science Research Assistants,科学助理,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
918,social-work-teachers-postsecondary,zh-CN,"Social Work Teachers, Postsecondary",高校社会工作教师,AI-impact,,false,false,false,false,true,false,false,false,false,404,0,,Unavailable page | FermatMind,true,0,1
918,social-work-teachers-postsecondary,en,"Social Work Teachers, Postsecondary",高校社会工作教师,AI-impact,,false,false,false,false,true,false,false,false,false,404,500,,Unavailable page | FermatMind,true,0,1
919,social-workers,zh-CN,"Social Workers, All Other",其他社会工作者,AI-impact,,false,false,false,false,true,false,false,false,false,404,0,,Unavailable page | FermatMind,true,0,1
919,social-workers,en,"Social Workers, All Other",其他社会工作者,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
920,sociologists,zh-CN,Sociologists,社会学家,AI-impact,,false,false,false,false,true,false,false,false,false,404,0,,Unavailable page | FermatMind,true,0,1
920,sociologists,en,Sociologists,社会学家,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,502,Sociologists,Sociologists | FermatMind,true,12,8
921,sociology-teachers-postsecondary,zh-CN,"Sociology Teachers, Postsecondary",高校社会学教师,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
921,sociology-teachers-postsecondary,en,"Sociology Teachers, Postsecondary",高校社会学教师,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
922,soil-and-plant-scientists,zh-CN,Soil And Plant Scientists,土壤与植物科学家,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
922,soil-and-plant-scientists,en,Soil And Plant Scientists,土壤与植物科学家,AI-impact,,false,false,false,false,true,false,false,false,false,404,500,,Unavailable page | FermatMind,true,0,1
923,solar-energy-installation-managers,zh-CN,Solar Energy Installation Managers,安装经理,AI-impact,,false,false,false,false,true,false,false,false,false,404,0,,Unavailable page | FermatMind,true,0,1
923,solar-energy-installation-managers,en,Solar Energy Installation Managers,安装经理,what-is,,false,false,false,false,false,false,false,false,false,0,500,,,false,0,0
924,solar-energy-systems-engineers,zh-CN,Solar Energy Systems Engineers,工程师,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
924,solar-energy-systems-engineers,en,Solar Energy Systems Engineers,工程师,AI-impact,,false,false,false,false,true,false,false,false,false,404,500,,Unavailable page | FermatMind,true,0,1
925,solar-photovoltaic-installers,zh-CN,Solar Photovoltaic Installers,太阳能光伏安装工,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
925,solar-photovoltaic-installers,en,Solar Photovoltaic Installers,太阳能光伏安装工,AI-impact,,false,false,false,false,true,false,false,false,false,404,0,,Unavailable page | FermatMind,true,0,1
926,solar-sales-representatives-and-assessors,zh-CN,Solar Sales Representatives And Assessors,销售代表评估员,AI-impact,,false,false,false,false,true,false,false,false,false,404,0,,Unavailable page | FermatMind,true,0,1
926,solar-sales-representatives-and-assessors,en,Solar Sales Representatives And Assessors,销售代表评估员,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
927,solar-thermal-installers-and-technicians,zh-CN,Solar Thermal Installers And Technicians,安装工技术员,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
927,solar-thermal-installers-and-technicians,en,Solar Thermal Installers And Technicians,安装工技术员,AI-impact,,false,false,false,false,true,false,false,false,false,404,0,,Unavailable page | FermatMind,true,0,1
928,sound-engineering-technicians,zh-CN,Sound Engineering Technicians,技术员工程,what-is,,false,false,false,false,false,false,false,false,false,0,500,,,false,0,0
928,sound-engineering-technicians,en,Sound Engineering Technicians,技术员工程,AI-impact,,false,false,false,false,true,false,false,false,false,404,500,,Unavailable page | FermatMind,true,0,1
929,spa-managers,zh-CN,Spa Managers,水疗中心经理,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
929,spa-managers,en,Spa Managers,水疗中心经理,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
930,special-education-teachers,zh-CN,Special Education Teachers,特殊教育教师,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
930,special-education-teachers,en,Special Education Teachers,特殊教育教师,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
931,special-education-teachers-elementary-school,zh-CN,"Special Education Teachers, Elementary School",教育教师,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
931,special-education-teachers-elementary-school,en,"Special Education Teachers, Elementary School",教育教师,AI-impact,,false,false,false,false,true,false,false,false,false,404,0,,Unavailable page | FermatMind,true,0,1
