index,slug,english,chinese,display_zh,entity_level,reviewer_status,index_state,canonical_path,issue_level,issue_reasons,suggested_zh
"2128","cn-6-18-01-11","Occupational Workers","铆工","铆工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2129","cn-6-18-01-12","Occupational Workers","冲压工","冲压工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2130","cn-6-18-02-01","Occupational Workers","铸造工","铸造工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2131","cn-6-18-02-02","Occupational Workers","锻造工","锻造工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2132","cn-6-18-02-03","Occupational Workers","金属热处理工","金属热处理工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2133","cn-6-18-02-04","Occupational Workers","焊工","焊工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2134","cn-6-18-03-01","Occupational Workers","镀层工","镀层工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2135","cn-6-18-03-02","Occupational Workers","镀膜工","镀膜工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2136","cn-6-18-03-03","Occupational Workers","涂装工","涂装工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2137","cn-6-18-03-04","Occupational Workers","喷涂喷焊工","喷涂喷焊工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2138","cn-6-18-04-01","Occupational Workers","模具工","模具工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2139","cn-6-18-04-02","Occupational Workers","模型制作工","模型制作工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2140","cn-6-18-04-06","Occupational Workers","工具钳工","工具钳工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2141","cn-6-19-01-01","Occupational Workers","工具五金制作工","工具五金制作工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2142","cn-6-19-01-03","Occupational Workers","锁具制作工","锁具制作工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2143","cn-6-19-01-04","Occupational Workers","金属炊具及器皿制作工","金属炊具及器皿制作工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2144","cn-6-19-01-05","Occupational Workers","日用五金制品制作工","日用五金制品制作工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2145","cn-6-19-01-07","Occupational Workers","眼镜架制作工","眼镜架制作工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2146","cn-6-19-01-08","Occupational Workers","金箔制作工","金箔制作工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2147","cn-6-20-01-07","Occupational Workers","弹簧工","弹簧工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2148","cn-6-23-01-05","Occupational Workers","道岔钳工","道岔钳工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2149","cn-6-23-02-06","Occupational Workers","拆船工","拆船工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2150","cn-6-23-03-15","Occupational Workers","无人机装调检修工","无人机装调检修工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2151","cn-6-23-04-01","Occupational Workers","摩托车装调工","摩托车装调工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2152","cn-6-25-01-13","Occupational Workers","印制电路制作工","印制电路制作工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2153","cn-6-25-02-06","Occupational Workers","半导体分立器件和集成电路装调工","半导体分立器件和集成电路装调工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2154","cn-6-25-04-03","Occupational Workers","雷达装调工","雷达装调工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2155","cn-6-28-01-01","Occupational Workers","锅炉运行值班员","锅炉运行值班员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2156","cn-6-28-01-02","Occupational Workers","燃料值班员","燃料值班员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2157","cn-6-28-01-03","Occupational Workers","汽轮机运行值班员","汽轮机运行值班员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2158","cn-6-28-01-04","Occupational Workers","燃气轮机值班员","燃气轮机值班员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2159","cn-6-28-01-05","Occupational Workers","发电集控值班员","发电集控值班员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2160","cn-6-28-01-07","Occupational Workers","火电厂氢冷值班员","火电厂氢冷值班员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2161","cn-6-28-01-09","Occupational Workers","水力发电运行值班员","水力发电运行值班员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2162","cn-6-28-01-10","Occupational Workers","光伏发电运维值班员","光伏发电运维值班员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2163","cn-6-28-01-12","Occupational Workers","风力发电运维值班员","风力发电运维值班员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2164","cn-6-28-01-14","Occupational Workers","变配电运行值班员","变配电运行值班员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2165","cn-6-28-01-15","Occupational Workers","继电保护员","继电保护员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2166","cn-6-28-02-01","Occupational Workers","燃气储运工","燃气储运工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2167","cn-6-28-02-02","Occupational Workers","气体深冷分离工","气体深冷分离工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2168","cn-6-28-02-04","Occupational Workers","工业气体液化工","工业气体液化工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2169","cn-6-28-02-05","Occupational Workers","工业废气治理工","工业废气治理工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2170","cn-6-28-03-02","Occupational Workers","水供应输排工","水供应输排工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2171","cn-6-28-03-03","Occupational Workers","工业废水处理工","工业废水处理工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2172","cn-6-28-03-04","Occupational Workers","司泵工","司泵工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2173","cn-6-28-03-05","Occupational Workers","管廊运维员","管廊运维员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2174","cn-6-29-01-02","Occupational Workers","石工","石工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2175","cn-6-29-01-03","Occupational Workers","混凝土工","混凝土工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2176","cn-6-29-01-04","Occupational Workers","钢筋工","钢筋工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2177","cn-6-29-01-05","Occupational Workers","架子工","架子工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2178","cn-6-29-01-07","Occupational Workers","乡村建设工匠","乡村建设工匠","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2179","cn-6-29-02-03","Occupational Workers","筑路工","筑路工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2180","cn-6-29-02-04","Occupational Workers","公路养护工","公路养护工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2181","cn-6-29-02-05","Occupational Workers","桥隧工","桥隧工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2182","cn-6-29-02-06","Occupational Workers","凿岩工","凿岩工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2183","cn-6-29-02-07","Occupational Workers","爆破工","爆破工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2184","cn-6-29-02-08","Occupational Workers","防水工","防水工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2185","cn-6-29-02-12","Occupational Workers","送配电线路工","送配电线路工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2186","cn-6-29-02-14","Occupational Workers","舟桥工","舟桥工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2187","cn-6-29-02-15","Occupational Workers","管道工","管道工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2188","cn-6-29-02-17","Occupational Workers","城市轨道交通检修工","城市轨道交通检修工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2189","cn-6-29-03-04","Occupational Workers","管工","管工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2190","cn-6-29-04-01","Occupational Workers","装饰装修工","装饰装修工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2191","cn-6-30-02-03","Occupational Workers","机车调度值班员","机车调度值班员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2192","cn-6-30-02-04","Occupational Workers","机车整备员","机车整备员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2193","cn-6-30-04-03","Occupational Workers","船闸及升船机运管员","船闸及升船机运管员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2194","cn-6-30-04-04","Occupational Workers","潜水员","潜水员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2195","cn-6-30-05-02","Occupational Workers","起重工","起重工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2196","cn-6-31-01-02","Occupational Workers","机修钳工","机修钳工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2197","cn-6-31-01-06","Occupational Workers","汽轮机和水轮机检修工","汽轮机和水轮机检修工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2198","cn-6-31-01-07","Occupational Workers","电机检修工","电机检修工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2199","cn-6-31-03-05","Occupational Workers","质检员","质检员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2200","cn-6-31-03-06","Occupational Workers","试验员","试验员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2201","cn-6-31-05-00","Occupational Workers","包装工","包装工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2202","cn-7-01-00-00","Occupational Workers","军官（警官）","军官（警官）","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2203","cn-7-02-00-00","Occupational Workers","军士（警士）","军士（警士）","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2204","cn-7-03-00-00","Occupational Workers","义务兵","义务兵","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2205","cn-7-04-00-00","Occupational Workers","文职人员","文职人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2206","cn-8-00-00-00","Occupational Workers","不便分类的其他从业人员","不便分类的其他从业人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2207","office-and-administrative-support-workers-all-other","Office And Administrative Support Workers, All Other","办公室和行政工人、其他","办公室和行政工人、其他","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2208","office-clerks-general","Office Clerks, General","办公室文员、普通","办公室文员、普通","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2209","office-machine-operators-except-computer","Office Machine Operators, Except Computer","操作员计算机","操作员计算机","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2210","oil-and-gas-workers","Oil and gas workers","油气行业从业人员","油气行业从业人员","career_job_detail","docx_baseline_imported","indexable","/career/jobs/oil-and-gas-workers","no_obvious_issue_in_title_audit","",""
"2211","online-merchants","Online Merchants","在线商户","在线商户","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2212","operating-engineers-and-other-construction-equipment-operators","Operating Engineers And Other Construction Equipment Operators","建筑施工工程师操作员","建筑施工工程师操作员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2213","cn-2-02-15-06","Operation Maintenance Engineering Technicians","无线电航标操作与维护工程技术人员","无线电航标操作与维护工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2214","cn-4-02-02-08","Operation Workers","油气电站操作员","油气电站操作员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2215","cn-4-04-05-06","Operation Workers","区块链应用操作员","区块链应用操作员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2216","cn-4-08-01-02","Operation Workers","人工影响天气特种作业操作员","人工影响天气特种作业操作员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2217","cn-5-05-05-01","Operation Workers","农机驾驶操作员","农机驾驶操作员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2218","cn-6-08-01-02","Operation Workers","印刷操作员","印刷操作员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2219","cn-6-18-01-07","Operation Workers","多工序数控机床操作调整工","多工序数控机床操作调整工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2220","operations-research-analysts","Operations research analysts","运筹学分析师","运筹学分析师","career_job_detail","docx_baseline_imported","indexable","/career/jobs/operations-research-analysts","no_obvious_issue_in_title_audit","",""
"2221","ophthalmic-laboratory-technicians","Ophthalmic Laboratory Technicians","技术员","技术员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","certain_error","too_generic_missing_modifier",""
"2222","ophthalmic-medical-technicians","Ophthalmic Medical Technicians","医疗技术员","医疗技术员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2223","ophthalmic-medical-technologists","Ophthalmic Medical Technologists","医疗技术专家","医疗技术专家","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2224","ophthalmologists-except-pediatric","Ophthalmologists, Except Pediatric","眼科医师、儿科","眼科医师、儿科","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2225","opticians-dispensing","Opticians","眼镜验配师","眼镜验配师","career_job_detail","docx_baseline_imported","indexable","/career/jobs/opticians-dispensing","no_obvious_issue_in_title_audit","",""
"2226","optometrists","Optometrists","验光师","验光师","career_job_detail","docx_baseline_imported","indexable","/career/jobs/optometrists","no_obvious_issue_in_title_audit","",""
"2227","oral-and-maxillofacial-surgeons","Oral And Maxillofacial Surgeons","外科医师","外科医师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2228","order-clerks","Order Clerks","订单文员","订单文员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2229","orderlies","Orderlies","护工","护工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2230","orthodontists","Orthodontists","正畸医师","正畸医师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2231","orthopedic-surgeons-except-pediatric","Orthopedic Surgeons, Except Pediatric","外科医师","外科医师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2232","orthoptists","Orthoptists","视轴矫正师","视轴矫正师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2233","orthotists-and-prosthetists","Orthotists and prosthetists","矫形器与假肢师","矫形器与假肢师","career_job_detail","docx_baseline_imported","indexable","/career/jobs/orthotists-and-prosthetists","no_obvious_issue_in_title_audit","",""
"2234","outdoor-power-equipment-and-other-small-engine-mechanics","Outdoor Power Equipment And Other Small Engine Mechanics","户外动力设备和其他小型发动机机械师","户外动力设备和其他小型发动机机械师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2235","packaging-and-filling-machine-operators-and-tenders","Packaging And Filling Machine Operators And Tenders","和机器操作员和看护员","和机器操作员和看护员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","certain_error","starts_with_and_in_chinese; tenders_mistranslated_as_caretakers",""
"2236","packers-and-packagers-hand","Packers And Packagers, Hand","包装工、手工","包装工、手工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2237","painters-construction-and-maintenance","Painters, construction and maintenance","建筑与维护涂装工","建筑与维护涂装工","career_job_detail","docx_baseline_imported","indexable","/career/jobs/painters-construction-and-maintenance","no_obvious_issue_in_title_audit","",""
"2238","painting-and-coating-workers","Painting and coating workers","喷涂与涂层作业人员","喷涂与涂层作业人员","career_job_detail","docx_baseline_imported","indexable","/career/jobs/painting-and-coating-workers","no_obvious_issue_in_title_audit","",""
"2239","painting-coating-and-decorating-workers","Painting, Coating, And Decorating Workers","和工人","和工人","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","certain_error","starts_with_and_in_chinese",""
"2240","paper-goods-machine-setters-operators-and-tenders","Paper Goods Machine Setters, Operators, And Tenders","机器铺设工、操作员、和看护员","机器铺设工、操作员、和看护员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","certain_error","setters_mistranslated_as_pavers; tenders_mistranslated_as_caretakers",""
"2241","paperhangers","Paperhangers","裱糊工","裱糊工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2242","paralegals-and-legal-assistants","Paralegals and legal assistants","律师助理与法务助理","律师助理与法务助理","career_job_detail","docx_baseline_imported","indexable","/career/jobs/paralegals-and-legal-assistants","no_obvious_issue_in_title_audit","",""
"2243","paramedics","Paramedics","急救医护人员","急救医护人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2244","park-naturalists","Park Naturalists","公园自然解说员","公园自然解说员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2245","parking-attendants","Parking Attendants","停车服务员","停车服务员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2246","parking-enforcement-workers","Parking Enforcement Workers","停车工人","停车工人","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2247","parts-salespersons","Parts Salespersons","销售艺术","销售艺术","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2248","passenger-attendants","Passenger Attendants","乘客服务员","乘客服务员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2249","patient-representatives","Patient Representatives","患者代表","患者代表","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2250","patternmakers-metal-and-plastic","Patternmakers, Metal And Plastic","制版工、金属和塑料","制版工、金属和塑料","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2251","patternmakers-wood","Patternmakers, Wood","制版工、木材","制版工、木材","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2252","paving-surfacing-and-tamping-equipment-operators","Paving, Surfacing, And Tamping Equipment Operators","和设备操作员","和设备操作员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","certain_error","starts_with_and_in_chinese",""
"2253","payroll-and-timekeeping-clerks","Payroll And Timekeeping Clerks","薪资与考勤文员","薪资与考勤文员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2254","pediatric-surgeons","Pediatric Surgeons","外科医师","外科医师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2255","pediatricians-general","Pediatricians, General","儿科医师、普通","儿科医师、普通","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2256","penetration-testers","Penetration Testers","渗透测试员","渗透测试员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2257","cn-1-02-05-01","People's Court Managers","人民法院负责人","人民法院负责人","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"2258","cn-1-02-05-02","People's Procuratorate Managers","人民检察院负责人","人民检察院负责人","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
