slug,locale,allowed_for_future_review,runtime_approved,allowed_fields_for_future_release_review,release_gate_required
railroad-conductors-and-yardmasters,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
railroad-conductors-and-yardmasters,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
railroad-occupations,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
railroad-occupations,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
range-managers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
range-managers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
real-estate-brokers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
real-estate-brokers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
real-estate-brokers-and-sales-agents,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
real-estate-brokers-and-sales-agents,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
real-estate-sales-agents,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
real-estate-sales-agents,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
receptionists,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
receptionists,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
receptionists-and-information-clerks,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
receptionists-and-information-clerks,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
recreation-and-fitness-studies-teachers-postsecondary,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
recreation-and-fitness-studies-teachers-postsecondary,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
recreation-workers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
recreation-workers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
recreational-therapists,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
recreational-therapists,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
recreational-vehicle-service-technicians,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
recreational-vehicle-service-technicians,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
recycling-and-reclamation-workers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
recycling-and-reclamation-workers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
recycling-coordinators,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
recycling-coordinators,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
refractory-materials-repairers-except-brickmasons,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
refractory-materials-repairers-except-brickmasons,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
refuse-and-recyclable-material-collectors,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
refuse-and-recyclable-material-collectors,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
registered-nurses,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
registered-nurses,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
regulatory-affairs-managers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
regulatory-affairs-managers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
regulatory-affairs-specialists,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
regulatory-affairs-specialists,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
rehabilitation-counselors,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
rehabilitation-counselors,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
reinforcing-iron-and-rebar-workers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
reinforcing-iron-and-rebar-workers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
remote-sensing-scientists-and-technologists,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
remote-sensing-scientists-and-technologists,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
remote-sensing-technicians,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
remote-sensing-technicians,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
reservation-and-transportation-ticket-agents-and-travel-clerks,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
reservation-and-transportation-ticket-agents-and-travel-clerks,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
residential-advisors,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
residential-advisors,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
respiratory-therapists,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
respiratory-therapists,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
retail-loss-prevention-specialists,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
retail-loss-prevention-specialists,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
retail-sales-workers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
retail-sales-workers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
retail-salespersons,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
retail-salespersons,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
riggers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
riggers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
robotics-engineers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
robotics-engineers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
robotics-technicians,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
robotics-technicians,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
rock-splitters-quarry,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
rock-splitters-quarry,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
rolling-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
rolling-machine-setters-operators-and-tenders-metal-and-plastic,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
roof-bolters-mining,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
roof-bolters-mining,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
roofers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
roofers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
rotary-drill-operators-oil-and-gas,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
rotary-drill-operators-oil-and-gas,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
roustabouts-oil-and-gas,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
roustabouts-oil-and-gas,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
sailors-and-marine-oilers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
sailors-and-marine-oilers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
sales-engineers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
sales-engineers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
sales-managers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
sales-managers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
sales-representatives-of-services-except-advertising-insurance-financial-services-and-travel,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
sales-representatives-of-services-except-advertising-insurance-financial-services-and-travel,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
sales-representatives-wholesale-and-manufacturing-except-technical-and-scientific-products,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
sales-representatives-wholesale-and-manufacturing-except-technical-and-scientific-products,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
sales-representatives-wholesale-and-manufacturing-technical-and-scientific-products,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
sales-representatives-wholesale-and-manufacturing-technical-and-scientific-products,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
sawing-machine-setters-operators-and-tenders-wood,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
sawing-machine-setters-operators-and-tenders-wood,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
school-and-career-counselors,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
school-and-career-counselors,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
school-bus-monitors,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
school-bus-monitors,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
school-psychologists,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
school-psychologists,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
search-marketing-strategists,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
search-marketing-strategists,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
secondary-school-teachers-except-special-and-career-technical-education,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
secondary-school-teachers-except-special-and-career-technical-education,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
secretaries-and-administrative-assistants,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
secretaries-and-administrative-assistants,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
secretaries-and-administrative-assistants-except-legal-medical-and-executive,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
secretaries-and-administrative-assistants-except-legal-medical-and-executive,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
securities-commodities-and-financial-services-sales-agents,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
securities-commodities-and-financial-services-sales-agents,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
security-and-fire-alarm-systems-installers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
security-and-fire-alarm-systems-installers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
security-guards,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
security-guards,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
security-management-specialists,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
security-management-specialists,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
security-managers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
security-managers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
segmental-pavers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
segmental-pavers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
self-enrichment-teachers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
self-enrichment-teachers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
semiconductor-processing-technicians,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
semiconductor-processing-technicians,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
separating-filtering-clarifying-precipitating-and-still-machine-setters-operators-and-tenders,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
separating-filtering-clarifying-precipitating-and-still-machine-setters-operators-and-tenders,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
septic-tank-servicers-and-sewer-pipe-cleaners,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
septic-tank-servicers-and-sewer-pipe-cleaners,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
service-unit-operators-oil-and-gas,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
service-unit-operators-oil-and-gas,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
set-and-exhibit-designers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
set-and-exhibit-designers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
sewers-hand,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
sewers-hand,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
sewing-machine-operators,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
sewing-machine-operators,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
shampooers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
shampooers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
sheet-metal-workers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
sheet-metal-workers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
ship-engineers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
ship-engineers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
shipping-receiving-and-inventory-clerks,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
shipping-receiving-and-inventory-clerks,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
shoe-and-leather-workers-and-repairers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
shoe-and-leather-workers-and-repairers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
shoe-machine-operators-and-tenders,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
shoe-machine-operators-and-tenders,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
shuttle-drivers-and-chauffeurs,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
shuttle-drivers-and-chauffeurs,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
signal-and-track-switch-repairers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
signal-and-track-switch-repairers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
skincare-specialists,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
skincare-specialists,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
slaughterers-and-meat-packers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
slaughterers-and-meat-packers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
small-engine-mechanics,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
small-engine-mechanics,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
social-and-community-service-managers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
social-and-community-service-managers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
social-and-human-service-assistants,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
social-and-human-service-assistants,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
social-science-research-assistants,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
social-science-research-assistants,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
social-work-teachers-postsecondary,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
social-work-teachers-postsecondary,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
social-workers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
social-workers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
sociologists,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
sociologists,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
sociology-teachers-postsecondary,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
sociology-teachers-postsecondary,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
soil-and-plant-scientists,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
soil-and-plant-scientists,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
solar-energy-installation-managers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
